societe,secteur,annee,type_comptes_resolu,capitaux_propres,chiffre_affaires,dettes_financieres,ebit,ebitda,immobilisations_corporelles,impot_differe,resultat_avant_impot,resultat_financier,resultat_net,total_actif,total_dettes,tresorerie_equivalents,nombre_variables_prevalidees,societe_is,score_correspondance_nom,methode_correspondance_nom,is_mad,statut_perimetre_is,ecart_identite_fiscale,is_implicite_mad
Brasseries du Maroc,Agroalimentaire,2017,sociaux,2169721049.29,2295989336.76,0.0,495815847.39,,597965540.47,,554634470.58,39504013.99,382676577.58,2928674499.05,758953449.7600002,38555663.67,11,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,171957893.0,vérifié_par_impôt_du_pdf,-5.960464477539062e-08,171957893.0000001
Brasseries du Maroc,Agroalimentaire,2018,sociaux,,142200000.0,,,,,,,,23900000.0,,,,2,SOCIETE DES Boissons DU MAROC (SBM),1.0,alias vérifié,164102093.0,vérifié_par_impôt_du_pdf,,
Brasseries du Maroc,Agroalimentaire,2019,sociaux,2165417840.49,2508184430.51,5497437.0,520143490.88,618237707.8,556259936.68,,554460744.33,52022113.05,387613997.33,2851230292.36,685812451.8700004,110630035.07,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,RFA officiel,166846747.0,vérifié_par_impôt_du_pdf,-5.960464477539062e-08,166846747.0000001
Brasseries du Maroc,Agroalimentaire,2020,sociaux,2001370477.5,2216340317.46,0.0,383917160.79,479910372.96,490065841.0,,333103702.01,47680783.82,220785445.01,2850083708.34,848713230.8400002,192442550.58,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,RFA officiel,112318257.0,vérifié_par_impôt_du_pdf,0.0,112318257.0
Brasseries du Maroc,Agroalimentaire,2021,sociaux,2023994062.72,2518186586.83,0.0,438901669.76,518596653.23,486841790.4,,465754332.22,42945256.73,322566803.22,2824709659.27,800715596.55,38864443.95,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,RFA officiel,143187529.0,vérifié_par_impôt_du_pdf,0.0,143187529.0
Brasseries du Maroc,Agroalimentaire,2022,sociaux,2113985081.43,2718405138.76,0.0,596758332.88,699072695.44,461337826.89,,597389390.71,28088225.93,409741807.71,3032752644.72,918767563.2899997,29062704.06,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,187647583.0,vérifié_par_impôt_du_pdf,-5.960464477539062e-08,187647583.0000001
Brasseries du Maroc,Agroalimentaire,2023,sociaux,2344199991.14,2725417168.86,0.0,557215103.58,678785028.21,523491324.77,,869030823.21,54561713.88,641929421.21,3365442032.51,1021242041.37,133781418.4,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,227101402.0,vérifié_par_impôt_du_pdf,0.0,227101402.0
Brasseries du Maroc,Agroalimentaire,2024,sociaux,2124583565.55,2622969828.83,0.0,383509466.54,464920163.15,535070199.34,,369912804.41,49234430.91,233128054.41,2877896279.5,753312713.95,79355725.04,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,136784750.0,vérifié_par_impôt_du_pdf,-2.980232238769531e-08,136784750.0
Brasseries du Maroc,Agroalimentaire,2025,sociaux,2216322634.3,2904846538.24,0.0,521465114.19,565053946.0,523984834.66,,562701180.75,16676752.59,374704368.75,2995223507.99,778900873.6899996,88975076.84,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,187996812.0,vérifié_par_impôt_du_pdf,0.0,187996812.0
CASH PLUS S.A,Services de paiement,2024,sociaux,473402000.0,562081000.0,91985000.0,397655000.0,409037000.0,61770000.0,,396568000.0,,218397000.0,2572088000.0,2098686000.0,1616074000.0,11,CASH PLUS S.A,1.0,comparatif officiel RFA 2025 en KMAD,178171000.0,vérifié_par_impôt_du_pdf,0.0,178171000.0
CASH PLUS S.A,Services de paiement,2025,sociaux,,693098450.0,,,,,,463558430.0,,251455420.0,,,,3,CASH PLUS S.A,1.0,contrôle RFA/publication 2025,212103010.0,vérifié_par_impôt_du_pdf,0.0,212103010.0
CFG,Banques,2012,consolides,,,,-34943000.0,,,,-24854000.0,,18320834.29,1194256000.0,,,4,CFG,1.0,nom normalisé,620000.0,provisoire_un_seul_type_disponible,,
CFG,Banques,2013,consolides,336857000.0,,,-33409000.0,,,,-61992000.0,,18320834.29,1240005000.0,,,4,CFG,1.0,nom normalisé,384000.0,provisoire_un_seul_type_disponible,,
CFG,Banques,2014,consolides,303085000.0,,,,,,,-55184000.0,,-70341000.0,1659941000.0,,,3,CFG,1.0,nom normalisé,467000.0,provisoire_un_seul_type_disponible,,
CFG,Banques,2017,sociaux,,,,,,80376000.0,,-77111000.0,,,,,,2,CFG,1.0,nom normalisé,1188000.0,vérifié_par_impôt_du_pdf,,
CFG,Banques,2018,sociaux,,,,,,317969000.0,,-91127000.0,,-92709000.0,,,,3,CFG,1.0,nom normalisé,1582000.0,vérifié_par_rcai_moins_resultat_net,0.0,1582000.0
CFG,Banques,2019,sociaux,52000000.0,,,,,357255000.0,,-110234000.0,,-112128000.0,7297471000.0,,,4,CFG,1.0,nom normalisé,1895000.0,vérifié_par_rcai_moins_resultat_net,0.0005277044854881266,1894000.0
CFG,Banques,2020,sociaux,-110000000.0,,,,,,,,,-63000000.0,,,,2,CFG,1.0,nom normalisé,2529000.0,vérifié_par_impôt_du_pdf,,
CFG,Banques,2021,sociaux,,,,,,,,,,-176000000.0,,,,1,CFG,1.0,nom normalisé,3480000.0,vérifié_par_impôt_du_pdf,,
CFG,Banques,2022,sociaux,889877000000.0,,,,,,,,,-23000000.0,,,,2,CFG,1.0,nom normalisé,3095000.0,vérifié_par_impôt_du_pdf,,
CFG,Banques,2023,sociaux,,,,,,,,3477000.0,,20000000.0,,,,2,CFG,1.0,nom normalisé,2563000.0,vérifié_par_impôt_du_pdf,,
CFG,Banques,2024,sociaux,,,,,,,,,,20000000.0,,,,1,CFG,1.0,nom normalisé,3477000.0,vérifié_par_impôt_du_pdf,,
CFG,Banques,2025,sociaux,,,,,,,,,,35000000.0,,,,1,CFG,1.0,nom normalisé,55522000.0,vérifié_par_impôt_du_pdf,,
CGI,Immobilier,2007,sociaux,4002252000.0,,,,,15842000.0,,,-33363000.0,,,,,3,CGI,1.0,nom normalisé,129455000.0,provisoire_un_seul_type_disponible,,
CGI,Immobilier,2008,sociaux,4130471000.0,,17787000.0,366624000.0,,35576000.0,,,-33363000.0,-2000.0,,,,6,CGI,1.0,nom normalisé,137375000.0,provisoire_un_seul_type_disponible,,
CGI,Immobilier,2010,sociaux,,,,,,,,534095229.19,,196000.0,,,,2,CGI,1.0,nom normalisé,150266590.0,vérifié_par_impôt_du_pdf,,
CGI,Immobilier,2011,consolides,4485910000.0,,,,,,16815000.0,,,,,,787895000.0,3,CGI,1.0,nom normalisé,149978500.0,provisoire_un_seul_type_disponible,,
CGI,Immobilier,2014,consolides,1840800000.0,,,,,,,,,,,,,1,CGI,1.0,nom normalisé,16599250.0,provisoire_un_seul_type_disponible,,
CIH,Banques,2006,sociaux,,,,,,1501353.0,,,,1415669.0,,,,2,CIH,1.0,nom normalisé,9117000.0,provisoire_un_seul_type_disponible,,
CIH,Banques,2007,sociaux,,,,,,,,396680000.0,,387564.0,,,,2,CIH,1.0,nom normalisé,10012000.0,provisoire_un_seul_type_disponible,,
CIH,Banques,2009,sociaux,2806119.0,,,,,,,,,,,,,1,CIH,1.0,nom normalisé,91255000.0,vérifié_par_impôt_du_pdf,,
CIH,Banques,2010,sociaux,2813743.0,,,,,93688000.0,,,,751291000.0,,,,3,CIH,1.0,nom normalisé,9756000.0,vérifié_par_impôt_du_pdf,,
CIH,Banques,2011,sociaux,,,,,,1214713000.0,,,,751291000.0,7806000.0,,,3,CIH,1.0,nom normalisé,175096000.0,vérifié_par_impôt_du_pdf,,
CIH,Banques,2012,consolides,,,,,,23993000.0,,,,-71784000.0,,,,2,CIH,1.0,nom normalisé,213583000.0,provisoire_un_seul_type_disponible,,
CIH,Banques,2013,sociaux,,,,,,1028693000.0,,249107000.0,,824972.0,,,,3,CIH,1.0,nom normalisé,266361000.0,vérifié_par_impôt_du_pdf,,
CIH,Banques,2014,sociaux,,,,,,62325000.0,,,,824972.0,539730000.0,,,3,CIH,1.0,nom normalisé,249107000.0,vérifié_par_impôt_du_pdf,,
CIH,Banques,2018,consolides,,,,88729000.0,,,,645960000.0,,8523000.0,64949880000.0,,,4,CIH,1.0,nom normalisé,198939000.0,provisoire_un_seul_type_disponible,,
CIH,Banques,2019,consolides,,,,,,2286602000.0,,637737530.0,,201.0,75134280000.0,,,4,CIH,1.0,nom normalisé,186338000.0,provisoire_un_seul_type_disponible,,
CIH,Banques,2020,consolides,,,,67.19,,,714.079,-67.42,,-35.957,,,,4,CIH,1.0,nom normalisé,215517000.0,provisoire_un_seul_type_disponible,,
CIH,Banques,2021,sociaux,,,,,,,,,,-21.0,,,,1,CIH,1.0,nom normalisé,283162000.0,vérifié_par_impôt_du_pdf,,
CIH,Banques,2023,consolides,36600000.0,,,,,,,1322946000.0,,-24777000000.0,,6940456000.0,,4,CIH,1.0,nom normalisé,659375000.0,provisoire_un_seul_type_disponible,,
CIH,Banques,2024,sociaux,,,,,,,,,,620007000.0,,,,1,CIH,1.0,nom normalisé,540660000.0,vérifié_par_impôt_du_pdf,,
CIH,Banques,2025,sociaux,8833740000.0,,,,,184574000.0,,1523279000.0,,,,,,3,CIH,1.0,nom normalisé,604583000.0,vérifié_par_impôt_du_pdf,,
CMGP GROUP,Agriculture,2024,sociaux,2229269508.68,20347094.23,27435953.5,-82839.16,275648.84,0.0,,102718210.01,102809049.17,102403753.01,2274317058.08,45047549.4,291101710.79,12,CMGP GROUP,1.0,comparatif officiel du RFA 2025,314457.0,vérifié_par_impôt_du_pdf,0.0,314457.0
CMGP GROUP,Industrie,2025,sociaux,,26787027.66,,8173897.64,,,,124211405.73,114253661.46,123837936.73,,,,5,CMGP GROUP,1.0,contrôle publication officielle 2025,373469.0,vérifié_par_impôt_du_pdf,0.0,373469.0
CNIA SAADA,Sociétés d'assurances,2012,sociaux,,,,,,,,,,-1000000000.0,,,,1,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,132340209.0,provisoire_un_seul_type_disponible,,
CNIA SAADA,Sociétés d'assurances,2013,consolides,5788000.0,,,,,,,167119000.0,,,,,,2,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,109460012.0,provisoire_un_seul_type_disponible,,
CNIA SAADA,Sociétés d'assurances,2014,consolides,,,,44000.0,,,714059000.0,,,,19824606000.0,,,3,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,126331339.0,provisoire_un_seul_type_disponible,,
CNIA SAADA,Sociétés d'assurances,2015,consolides,,,,124000.0,,,1244857000.0,,,,19642108000.0,,,3,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,134183586.0,provisoire_un_seul_type_disponible,,
CNIA SAADA,Sociétés d'assurances,2016,consolides,3610276000.0,,755879000.0,139000.0,,,1708930000.0,,,-174787000.0,20690062000.0,,21615173000.0,7,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,180975899.0,provisoire_un_seul_type_disponible,,
CNIA SAADA,Sociétés d'assurances,2017,consolides,4226195000.0,,,,,,,,,-176226000.0,21615173000.0,,,3,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,170307474.0,provisoire_un_seul_type_disponible,,
CNIA SAADA,Sociétés d'assurances,2018,consolides,4284124000.0,,,,,,,,,,20229871000.0,,,2,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,165181727.0,provisoire_un_seul_type_disponible,,
CNIA SAADA,Sociétés d'assurances,2019,sociaux,,,,,,,,,,-50600000.0,,,,1,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,169837551.66,vérifié_par_impôt_du_pdf,,
CNIA SAADA,Sociétés d'assurances,2020,sociaux,,,,,,,,,,200627850.0,,,,1,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,45097749.94,vérifié_par_impôt_du_pdf,,
CNIA SAADA,Sociétés d'assurances,2021,sociaux,,,,,,,,,,360201000000.0,,,,1,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,51215195.61,vérifié_par_impôt_du_pdf,,
CNIA SAADA,Sociétés d'assurances,2022,sociaux,,,,,,,,,,360370000000.0,,,,1,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,26013115.43,vérifié_par_impôt_du_pdf,,
CNIA SAADA,Sociétés d'assurances,2025,sociaux,,,,,,,,,,418452000000.0,,,,1,CNIA SAADA,1.0,contrôle ciblé rapport 2025,153096560.3,vérifié_par_impôt_du_pdf,,
CTM,Divers,2010,sociaux,122597800.0,,64870699.48,12990898.9,46669106.64,278739395.91,,-1701511.41,,22385015.63,,,66220.0,8,CTM,1.0,nom normalisé,9097580.0,vérifié_par_impôt_du_pdf,,
CTM,Divers,2011,sociaux,,,87182301.51,7797778.99,55679701.69,529465731.28,,38799338.42,6227165.81,28240348.42,,,,7,CTM,1.0,nom normalisé,10558990.0,vérifié_par_rcai_moins_resultat_net,0.0,10558990.0
CTM,Divers,2016,sociaux,122597800.0,,111157833.73,57067712.81,121963544.27,87508389.03,,,,,,,,5,CTM,1.0,nom normalisé,32652680.0,provisoire_un_seul_type_disponible,,
CTM,Divers,2017,sociaux,,,99259899.36,63907092.43,146651076.21,756270859.06,,,-4615600.59,,,,,5,CTM,1.0,nom normalisé,31591054.0,provisoire_un_seul_type_disponible,,
CTM,Divers,2018,sociaux,3865000.0,657300000.0,13207000.0,74608000.0,,,,90917000.0,1714000.0,63518648.59,14545000.0,,,7,CTM,1.0,nom normalisé,27398596.0,vérifié_par_impôt_du_pdf,,
CTM,Divers,2019,sociaux,,,21128000.0,70152000.0,,,,88616000.0,1671000.0,,,,,4,CTM,1.0,nom normalisé,27130266.0,vérifié_par_impôt_du_pdf,,
CTM,Divers,2021,sociaux,,,-30016000000.0,14417000.0,,39352000000.0,,32445000.0,-2011000.0,,,,,5,CTM,1.0,nom normalisé,2051830.0,vérifié_par_impôt_du_pdf,,
CTM,Divers,2022,sociaux,,,92277000.0,,,,,,-1847000.0,31314000000.0,50573000000.0,,,4,CTM,1.0,nom normalisé,1954775.0,vérifié_par_impôt_du_pdf,,
CTM,Divers,2023,sociaux,51498000.0,,60000000.0,,,,,76426000.0,4754000.0,,,,,4,CTM,1.0,nom normalisé,20265533.0,vérifié_par_impôt_du_pdf,,
CTM,Divers,2024,sociaux,1047000000.0,450171000.0,330000000.0,41950000.0,,,,93154000.0,-426000.0,69888000.0,1409095000.0,,,6,CTM,1.0,nom normalisé,23266402.0,vérifié_par_rcai_moins_resultat_net,1.727813350770781e-05,23266000.0
CTM,Divers,2025,sociaux,,556100000.0,,68986000.0,,,,91725000.0,,70172000.0,1370741000.0,,,3,CTM,1.0,nom normalisé,21553492.0,vérifié_par_rcai_moins_resultat_net,2.282692753452666e-05,21553000.0
Cartier Saada,Agroalimentaire,2008,sociaux,,,99555.62,,,,,,,,,,,1,Cartier Saada,1.0,nom normalisé,20634639.0,provisoire_un_seul_type_disponible,,
Cartier Saada,Agroalimentaire,2018,sociaux,,,,,,,,,,2544697220.0,,,,1,Cartier Saada,1.0,nom normalisé,1123600.0,provisoire_un_seul_type_disponible,,
Cartier Saada,Agroalimentaire,2019,sociaux,,,,,,145859833.86,,,,1953762200.0,,,,2,Cartier Saada,1.0,nom normalisé,1246531.0,vérifié_par_impôt_du_pdf,,
Cartier Saada,Agroalimentaire,2020,consolides,92757000.0,,,,,,,,,,,,,1,Cartier Saada,1.0,nom normalisé,829186.0,provisoire_un_seul_type_disponible,,
Cartier Saada,Agroalimentaire,2023,sociaux,,,33917944.5,,,,,,,,,,,1,Cartier Saada,1.0,nom normalisé,641727.0,provisoire_un_seul_type_disponible,,
Cartier Saada,Agroalimentaire,2024,sociaux,,,26657818.07,,,,,,,,,,,1,Cartier Saada,1.0,nom normalisé,2825774.0,provisoire_un_seul_type_disponible,,
Cartier Saada,Agroalimentaire,2025,sociaux,,296694031.26,,,,,,6491136.56,,5736516.56,,,,3,Cartier Saada,1.0,contrôle ciblé rapport 2025,754620.0,vérifié_par_impôt_du_pdf,,754620.0
Ciments du Maroc,Bâtiment et matériaux de construction,2004,consolides,2644698000.0,,1016000.0,25954000.0,,1052404000.0,,,27463000.0,3407000.0,,,28503000.0,7,Ciment du Maroc,1.0,alias vérifié,254795855.0,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2005,consolides,3032307000.0,,1481000.0,,,1027790000.0,,,25953000.0,,,,19779000.0,5,Ciment du Maroc,1.0,alias vérifié,249573025.0,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2006,consolides,3477629000.0,,,,,995697000.0,,,,,,,12387000.0,3,Ciment du Maroc,1.0,alias vérifié,266624569.0,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2007,consolides,3862155000.0,,,,,,,,,,,,27563000.0,2,Ciment du Maroc,1.0,alias vérifié,275973664.0,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2008,consolides,4171557000.0,,,35833000.0,,1978879000.0,,,,340000.0,,,51015000.0,5,Ciment du Maroc,1.0,alias vérifié,251441716.0,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2009,consolides,4774284000.0,,950000000.0,,,3529117000.0,,,,,,,52244000.0,4,Ciment du Maroc,1.0,alias vérifié,375144632.44,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2010,consolides,5242346000.0,,1210000000.0,1155760000.0,,4259104000.0,,,,60.0,,,47836000.0,6,Ciment du Maroc,1.0,alias vérifié,272680915.0,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2011,consolides,5785043000.0,,770000000.0,1257961000.0,,4175360000.0,,,,68.0,,,35877000.0,6,Ciment du Maroc,1.0,alias vérifié,341019040.71,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2012,consolides,5935966000.0,,330000000.0,1073916000.0,,,,,,,,,,3,Ciment du Maroc,1.0,alias vérifié,206668743.0,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2013,consolides,6167385000.0,,,1129184000.0,,7247000.0,,,,,,,,3,Ciment du Maroc,1.0,alias vérifié,278821815.0,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2014,consolides,6303637000.0,,,1024475000.0,,,,,,56.0,,,71882000.0,4,Ciment du Maroc,1.0,alias vérifié,256475063.0,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2015,consolides,6254924000.0,,1110000.0,1176527000.0,,3198456000.0,,,,76.0,,,132598000.0,6,Ciment du Maroc,1.0,alias vérifié,379573794.86,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2016,consolides,5320575000.0,,,1288539000.0,,2897506000.0,,,,,,,,3,Ciment du Maroc,1.0,alias vérifié,19558491.0,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2018,consolides,4925798000.0,4020400000.0,7704000.0,1426104000.0,1620000000.0,2026304000.0,,,,1039597000.0,,,40841000.0,8,Ciment du Maroc,1.0,alias vérifié,391962761.0,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2020,sociaux,,,,,,,44910000.0,,133418000.0,,,,,2,Ciment du Maroc,1.0,alias vérifié,307196799.0,vérifié_par_impôt_du_pdf,,
Ciments du Maroc,Bâtiment et matériaux de construction,2021,sociaux,,,,,,,,,,224468138397.0,,,,1,Ciment du Maroc,1.0,alias vérifié,454631354.0,vérifié_par_impôt_du_pdf,,
Ciments du Maroc,Bâtiment et matériaux de construction,2022,consolides,3321526000.0,1320000000.0,407000.0,1327000000.0,1587000000.0,1711072000.0,3360000.0,,79168000.0,,4793279000.0,,96059000.0,10,Ciment du Maroc,1.0,alias vérifié,363846700.0,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2023,consolides,3428715000.0,4305000000.0,407000.0,1428000000.0,1654000000.0,1659800000.0,-10170000.0,,-6351000.0,,4934708000.0,,112900000.0,10,Ciment du Maroc,1.0,alias vérifié,391628469.0,provisoire_un_seul_type_disponible,,
Ciments du Maroc,Bâtiment et matériaux de construction,2025,sociaux,,,,,,,6931000.0,,19611000.0,899492066.58,,,,3,Ciment du Maroc,1.0,alias vérifié,551058585.0,vérifié_par_impôt_du_pdf,,
Colorado,Chimie,2012,sociaux,,,,64996484.4,-537.0,17976674.47,,,-10626276.33,39625052.51,,,,5,COLORADO,1.0,nom normalisé,15437284.0,provisoire_un_seul_type_disponible,,
Colorado,Chimie,2013,sociaux,333273450.16,,23440508.88,80435139.99,,17976674.47,,-13819.29,-9463027.19,48031304.63,,,,7,COLORADO,1.0,nom normalisé,20871604.0,provisoire_un_seul_type_disponible,,
Colorado,Chimie,2014,sociaux,335832951.82,,23609833.02,79934896.49,31975592.77,,,,-8075944.82,47322453.66,,,,6,COLORADO,1.0,nom normalisé,22054635.0,provisoire_un_seul_type_disponible,,
Colorado,Chimie,2018,sociaux,,201000000.0,,,,,,,,,,,,1,COLORADO,1.0,nom normalisé,15788480.0,provisoire_un_seul_type_disponible,,
Colorado,Chimie,2019,sociaux,,,,,,,,,,201000000.0,,,,1,COLORADO,1.0,nom normalisé,17185710.0,provisoire_un_seul_type_disponible,,
Colorado,Chimie,2022,sociaux,319949739.73,,,,,,,,,2.19,,,,2,COLORADO,1.0,nom normalisé,13167286.0,provisoire_un_seul_type_disponible,,
Colorado,Chimie,2023,sociaux,317240764.65,,,,,,,,,2.74,,,,2,COLORADO,1.0,nom normalisé,13312385.0,provisoire_un_seul_type_disponible,,
Colorado,Chimie,2025,sociaux,,,,,,,,,-10400000.0,,,,,1,Colorado,1.0,contrôle ciblé rapport 2025,20373949.0,vérifié_par_impôt_du_pdf,,
Cosumar,Agroalimentaire,2008,consolides,2440300000.0,5698700000.0,545600000.0,809100000.0,,2978100000.0,-11600000.0,770600000.0,-41300000.0,507700000.0,5992900000.0,,67700000.0,11,Cosumar,1.0,nom normalisé,190157456.0,provisoire_un_seul_type_disponible,,
Cosumar,Agroalimentaire,2009,sociaux,419105700.0,,500000000.0,725510202.96,838467847.7,2272942179.9,,,90388132.4,515487014.16,,,,7,Cosumar,1.0,nom normalisé,199032753.0,vérifié_par_impôt_du_pdf,,
Cosumar,Agroalimentaire,2010,sociaux,477071145.04,,360000000.0,698847838.5,852522618.48,3844403968.06,,,128416685.19,580185771.64,,,,7,Cosumar,1.0,nom normalisé,140816227.0,provisoire_un_seul_type_disponible,,
Cosumar,Agroalimentaire,2013,consolides,,,,993200000.0,,,,922800000.0,-71300000.0,639400000.0,8582300000.0,,,5,Cosumar,1.0,nom normalisé,196501690.0,provisoire_un_seul_type_disponible,,
Cosumar,Agroalimentaire,2014,sociaux,2715992834.23,5273601226.17,,,,2885315576.58,,,,433544816.9,,,,4,Cosumar,1.0,nom normalisé,146280273.0,vérifié_par_impôt_du_pdf,,
Cosumar,Agroalimentaire,2015,sociaux,2774801364.74,5273601226.17,330000000.0,881034518.45,,4602198585.67,,727145043.51,103532351.35,490487401.51,,,,8,Cosumar,1.0,nom normalisé,236657642.0,provisoire_un_seul_type_disponible,,
Cosumar,Agroalimentaire,2016,sociaux,3266926935.89,6387473512.69,,1108012581.92,,5235918261.34,,1165031212.63,128933166.67,802505014.63,,,,7,Cosumar,1.0,nom normalisé,362526198.0,vérifié_par_rcai_moins_resultat_net,3.288294479362875e-16,362526198.0000001
Cosumar,Agroalimentaire,2017,sociaux,3618741594.94,6261217618.65,,1099682436.52,,3645384111.46,,1243314597.05,161447072.71,800762387.35,,,,7,Cosumar,1.0,nom normalisé,345574220.0,vérifié_par_impôt_du_pdf,,
Cosumar,Agroalimentaire,2018,sociaux,3789589692.29,6261217618.65,3869802.37,1052365057.46,,5722643062.33,,1094973318.35,152217434.59,,,,,7,Cosumar,1.0,nom normalisé,294210931.0,vérifié_par_impôt_du_pdf,,
Cosumar,Agroalimentaire,2019,consolides,4182000000.0,6676200000.0,138600000.0,1041500000.0,,4512100000.0,-20200000.0,1196700000.0,-10500000.0,871100000.0,10995500000.0,,584500000.0,11,Cosumar,1.0,nom normalisé,325611059.0,vérifié_par_rcai_moins_resultat_net,3.396383413377861e-05,325600000.0
Cosumar,Agroalimentaire,2020,consolides,4186900000.0,6979600000.0,86400000.0,927600000.0,,4547500000.0,-33100000.0,860200000.0,57300000.0,593800000.0,11540800000.0,,632200000.0,11,Cosumar,1.0,nom normalisé,266449348.0,provisoire_un_seul_type_disponible,,
Cosumar,Agroalimentaire,2021,consolides,5419400000.0,7552800000.0,76900000.0,1016300000.0,1202000000.0,4403200000.0,4700000.0,1154800000.0,156500000.0,7500000.0,12155300000.0,,671800000.0,12,Cosumar,1.0,nom normalisé,308964703.0,provisoire_un_seul_type_disponible,,
Cosumar,Agroalimentaire,2022,sociaux,4595804470.02,,,,,,,,,,,,,1,Cosumar,1.0,nom normalisé,349950242.0,vérifié_par_impôt_du_pdf,,
Cosumar,Agroalimentaire,2023,sociaux,4358051772.71,202000000.0,,,,,,,,,,,,2,Cosumar,1.0,nom normalisé,508273674.0,vérifié_par_impôt_du_pdf,,
Cosumar,Agroalimentaire,2024,sociaux,4595804470.02,51000000.0,,,,,,,,,,,,2,Cosumar,1.0,nom normalisé,487874939.0,vérifié_par_impôt_du_pdf,,
Cosumar,Agroalimentaire,2025,sociaux,5026604796.72,,,,,,,,,945000000.0,,,,2,Cosumar,1.0,contrôle ciblé rapport 2025,375170429.0,vérifié_par_impôt_du_pdf,,
Crédit du Maroc,Banques,2006,consolides,,,,,,,5122000.0,,,2975000.0,1952109000.0,,,3,Crédit du Maroc,1.0,nom normalisé,157345827.63,provisoire_un_seul_type_disponible,,
Crédit du Maroc,Banques,2007,consolides,,,,,,,7525000.0,,,734000.0,2142777000.0,,,3,Crédit du Maroc,1.0,nom normalisé,150446621.22,provisoire_un_seul_type_disponible,,
Crédit du Maroc,Banques,2009,sociaux,,,,,,1599802000.0,,,,361442000.0,,,,2,Crédit du Maroc,1.0,nom normalisé,222443000.0,provisoire_un_seul_type_disponible,,
Crédit du Maroc,Banques,2010,sociaux,,,,,,,,,,409378000.0,,,,1,Crédit du Maroc,1.0,nom normalisé,171921000.0,provisoire_un_seul_type_disponible,,
Crédit du Maroc,Banques,2012,consolides,,,,,,,,,,37.27,,,,1,Crédit du Maroc,1.0,nom normalisé,230556000.0,provisoire_un_seul_type_disponible,,
Crédit du Maroc,Banques,2013,sociaux,,,,,,2017595000.0,,,,,,,,1,Crédit du Maroc,1.0,nom normalisé,77416000.0,vérifié_par_impôt_du_pdf,,
Crédit du Maroc,Banques,2014,sociaux,,,,,,983835000.0,,,,,,,,1,Crédit du Maroc,1.0,nom normalisé,113757000.0,vérifié_par_impôt_du_pdf,,
Crédit du Maroc,Banques,2017,consolides,4658703000.0,,,18106000.0,,1247315000.0,363580000.0,3800.0,,,,,2071975000.0,6,Crédit du Maroc,1.0,nom normalisé,203302000.0,provisoire_un_seul_type_disponible,,
Crédit du Maroc,Banques,2019,sociaux,,,,,,2319241000.0,,-16345000.0,,-10297000.0,,,1574949000.0,4,Crédit du Maroc,1.0,nom normalisé,263875000.0,vérifié_par_impôt_du_pdf,,
