societe,secteur,annee,type_comptes_resolu,capitaux_propres,chiffre_affaires,dettes_financieres,ebit,ebitda,immobilisations_corporelles,impot_differe,resultat_avant_impot,resultat_financier,resultat_net,total_actif,total_dettes,tresorerie_equivalents,nombre_variables_prevalidees,societe_is,score_correspondance_nom,methode_correspondance_nom,is_mad,statut_perimetre_is,ecart_identite_fiscale,is_implicite_mad,version_source,secteur_normalise,est_banque,qualite_perimetre,taille_log_actif,rentabilite_actif,ratio_capitaux_propres,ratio_dettes_financieres,marge_ebit,marge_nette,taux_effectif_observe,is_mad_retard_1,chiffre_affaires_retard_1,resultat_avant_impot_retard_1,resultat_net_retard_1,total_actif_retard_1,capitaux_propres_retard_1,croissance_chiffre_affaires,croissance_resultat_avant_impot,croissance_resultat_net,croissance_total_actif,croissance_capitaux_propres,chiffre_affaires_manquant,ebit_manquant,resultat_financier_manquant,resultat_avant_impot_manquant,resultat_net_manquant,total_actif_manquant,capitaux_propres_manquant,total_dettes_manquant,dettes_financieres_manquant,tresorerie_equivalents_manquant,ebitda_manquant,immobilisations_corporelles_manquant,impot_differe_manquant,split_temporel_t,is_cible_t_plus_1,qualite_cible_t_plus_1,annee_cible,split_temporel_cible,cible_disponible
Brasseries du Maroc,Agroalimentaire,2017,sociaux,2169721049.29,2295989336.76,0.0,495815847.39,,597965540.47,,554634470.58,39504013.99,382676577.58,2928674499.05,758953449.7600002,38555663.67,11,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,171957893.0,vérifié_par_impôt_du_pdf,-5.960464477539062e-08,171957893.0000001,V26,agroalimentaire,False,haute,21.79781576855515,0.13066545213683942,0.740854284077596,0.0,0.21594867164743614,0.16667175733490838,0.3100382362101977,151221440.0,2257097566.24,445697445.07,294476005.07,2758210078.97,2098306301.71,0.017230876990749034,0.24441922814453357,0.2995170098461292,0.061802551364636096,0.03403447224163649,0,0,0,0,0,0,0,0,0,0,1,0,1,apprentissage,164102093.0,haute,2018,apprentissage,True
Brasseries du Maroc,Agroalimentaire,2018,sociaux,,142200000.0,,,,,,,,23900000.0,,,,2,SOCIETE DES Boissons DU MAROC (SBM),1.0,alias vérifié,164102093.0,vérifié_par_impôt_du_pdf,,,V26,agroalimentaire,False,haute,,,,,,0.1680731364275668,,171957893.0,2295989336.76,554634470.58,382676577.58,2928674499.05,2169721049.29,-0.9380659144520825,,-0.9375451715619997,,,0,1,1,1,0,1,1,1,1,1,1,1,1,apprentissage,166846747.0,haute,2019,apprentissage,True
Brasseries du Maroc,Agroalimentaire,2019,sociaux,2165417840.49,2508184430.51,5497437.0,520143490.88,618237707.8,556259936.68,,554460744.33,52022113.05,387613997.33,2851230292.36,685812451.8700004,110630035.07,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,RFA officiel,166846747.0,vérifié_par_impôt_du_pdf,-5.960464477539062e-08,166846747.0000001,V26,agroalimentaire,False,haute,21.771016419959857,0.1359462258691026,0.7594678852467072,0.0019280929410474593,0.2073784864274263,0.1545396712518404,0.3009171500529122,164102093.0,142200000.0,,23900000.0,,,16.63842778136428,,15.218158884100419,,,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage,112318257.0,haute,2020,validation,True
Brasseries du Maroc,Agroalimentaire,2020,sociaux,2001370477.5,2216340317.46,0.0,383917160.79,479910372.96,490065841.0,,333103702.01,47680783.82,220785445.01,2850083708.34,848713230.8400002,192442550.58,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,RFA officiel,112318257.0,vérifié_par_impôt_du_pdf,0.0,112318257.0,V26,agroalimentaire,False,haute,21.770614202493878,0.07746630190682857,0.7022146302733249,0.0,0.17322121416352787,0.09961712254687831,0.3371870571304192,166846747.0,2508184430.51,554460744.33,387613997.33,2851230292.36,2165417840.49,-0.11635671982488872,-0.3992294217104292,-0.4303986787607374,-0.00040213658751883506,-0.07575783293300957,0,0,0,0,0,0,0,0,0,0,0,0,1,validation,143187529.0,haute,2021,validation,True
Brasseries du Maroc,Agroalimentaire,2021,sociaux,2023994062.72,2518186586.83,0.0,438901669.76,518596653.23,486841790.4,,465754332.22,42945256.73,322566803.22,2824709659.27,800715596.55,38864443.95,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,RFA officiel,143187529.0,vérifié_par_impôt_du_pdf,0.0,143187529.0,V26,agroalimentaire,False,haute,21.761671421137425,0.11419467560547875,0.7165317171900308,0.0,0.17429275179823273,0.12809487784066897,0.30743144850097726,112318257.0,2216340317.46,333103702.01,220785445.01,2850083708.34,2001370477.5,0.13619130013206898,0.3982262262759775,0.460996684837581,-0.008902913621712187,0.011304046639211019,0,0,0,0,0,0,0,0,0,0,0,0,1,validation,187647583.0,haute,2022,validation,True
Brasseries du Maroc,Agroalimentaire,2022,sociaux,2113985081.43,2718405138.76,0.0,596758332.88,699072695.44,461337826.89,,597389390.71,28088225.93,409741807.71,3032752644.72,918767563.2899997,29062704.06,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,187647583.0,vérifié_par_impôt_du_pdf,-5.960464477539062e-08,187647583.0000001,V26,agroalimentaire,False,haute,21.832736507998074,0.13510558087332228,0.6970515993483454,0.0,0.21952516362303934,0.15072874968773184,0.3141126808043577,143187529.0,2518186586.83,465754332.22,322566803.22,2824709659.27,2023994062.72,0.07950902168136949,0.2826276630913267,0.2702541105277471,0.07365110420012694,0.04446209619264551,0,0,0,0,0,0,0,0,0,0,0,0,1,validation,227101402.0,haute,2023,test_final,True
Brasseries du Maroc,Agroalimentaire,2023,sociaux,2344199991.14,2725417168.86,0.0,557215103.58,678785028.21,523491324.77,,869030823.21,54561713.88,641929421.21,3365442032.51,1021242041.37,133781418.4,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,227101402.0,vérifié_par_impôt_du_pdf,0.0,227101402.0,V26,agroalimentaire,False,haute,21.936825153528783,0.19074148804495641,0.6965503991734655,0.0,0.20445130747197668,0.2355343719649749,0.26132721180261437,187647583.0,2718405138.76,597389390.71,409741807.71,3032752644.72,2113985081.43,0.002579464701570731,0.4547141893115191,0.5666681044769877,0.10969882043272149,0.10890091502172355,0,0,0,0,0,0,0,0,0,0,0,0,1,test_final,136784750.0,haute,2024,test_final,True
Brasseries du Maroc,Agroalimentaire,2024,sociaux,2124583565.55,2622969828.83,0.0,383509466.54,464920163.15,535070199.34,,369912804.41,49234430.91,233128054.41,2877896279.5,753312713.95,79355725.04,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,136784750.0,vérifié_par_impôt_du_pdf,-2.980232238769531e-08,136784750.0,V26,agroalimentaire,False,haute,21.780325406019994,0.08100641293803097,0.7382418819899655,0.0,0.14621192448525722,0.08887942661314902,0.36977565623381875,227101402.0,2725417168.86,869030823.21,641929421.21,3365442032.51,2344199991.14,-0.037589599566826074,-0.5743386833580573,-0.6368322642533396,-0.14486826642691594,-0.09368502108183994,0,0,0,0,0,0,0,0,0,0,0,0,1,test_final,187996812.0,haute,2025,test_final,True
CASH PLUS S.A,Services de paiement,2024,sociaux,473402000.0,562081000.0,91985000.0,397655000.0,409037000.0,61770000.0,,396568000.0,,218397000.0,2572088000.0,2098686000.0,1616074000.0,11,CASH PLUS S.A,1.0,comparatif officiel RFA 2025 en KMAD,178171000.0,vérifié_par_impôt_du_pdf,0.0,178171000.0,V26,services de paiement,False,haute,21.66798385774424,0.08491039186839641,0.18405357826015284,0.035762773279918884,0.7074692081746226,0.3885507604775824,0.4492823424986383,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,test_final,212103010.0,haute,2025,test_final,True
CFG,Banques,2012,consolides,,,,-34943000.0,,,,-24854000.0,,18320834.29,1194256000.0,,,4,CFG,1.0,nom normalisé,620000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,20.900789235132752,0.01534079317164829,,,,,-0.024945682787478878,,,,,,,,,,,,1,0,1,0,0,0,1,1,1,1,1,1,1,apprentissage,384000.0,provisoire,2013,apprentissage,True
CFG,Banques,2013,consolides,336857000.0,,,-33409000.0,,,,-61992000.0,,18320834.29,1240005000.0,,,4,CFG,1.0,nom normalisé,384000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,20.93838124961974,0.014774806787069406,0.2716577755734856,,,,-0.006194347657762292,620000.0,,-24854000.0,18320834.29,1194256000.0,,,-1.4942463989699848,0.0,0.03830753205342908,,1,0,1,0,0,0,0,1,1,1,1,1,1,apprentissage,467000.0,provisoire,2014,apprentissage,True
CFG,Banques,2017,sociaux,,,,,,80376000.0,,-77111000.0,,,,,,2,CFG,1.0,nom normalisé,1188000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,-0.015406362257006133,,,,,,,,,,,,1,1,1,0,1,1,1,1,1,1,1,0,1,apprentissage,1582000.0,haute,2018,apprentissage,True
CFG,Banques,2018,sociaux,,,,,,317969000.0,,-91127000.0,,-92709000.0,,,,3,CFG,1.0,nom normalisé,1582000.0,vérifié_par_rcai_moins_resultat_net,0.0,1582000.0,V26,banques,True,haute,,,,,,,-0.017360387151996663,1188000.0,,-77111000.0,,,,,-0.1817639506685168,,,,1,1,1,0,0,1,1,1,1,1,1,0,1,apprentissage,1895000.0,haute,2019,apprentissage,True
CFG,Banques,2019,sociaux,52000000.0,,,,,357255000.0,,-110234000.0,,-112128000.0,7297471000.0,,,4,CFG,1.0,nom normalisé,1895000.0,vérifié_par_rcai_moins_resultat_net,0.0005277044854881266,1894000.0,V26,banques,True,haute,22.710793686857997,-0.015365323137289617,0.0071257563065341405,,,,-0.01719070341274017,1582000.0,,-91127000.0,-92709000.0,,,,-0.2096744104381797,-0.20946186454389543,,,1,1,1,0,0,0,0,1,1,1,1,0,1,apprentissage,2529000.0,haute,2020,validation,True
CFG,Banques,2020,sociaux,-110000000.0,,,,,,,,,-63000000.0,,,,2,CFG,1.0,nom normalisé,2529000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,,1895000.0,,-110234000.0,-112128000.0,7297471000.0,52000000.0,,,0.4381421232876712,,-3.1153846153846154,1,1,1,1,0,1,0,1,1,1,1,1,1,validation,3480000.0,haute,2021,validation,True
CFG,Banques,2021,sociaux,,,,,,,,,,-176000000.0,,,,1,CFG,1.0,nom normalisé,3480000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,,2529000.0,,,-63000000.0,,-110000000.0,,,-1.7936507936507937,,,1,1,1,1,0,1,1,1,1,1,1,1,1,validation,3095000.0,haute,2022,validation,True
CFG,Banques,2022,sociaux,889877000000.0,,,,,,,,,-23000000.0,,,,2,CFG,1.0,nom normalisé,3095000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,,3480000.0,,,-176000000.0,,,,,0.8693181818181818,,,1,1,1,1,0,1,0,1,1,1,1,1,1,validation,2563000.0,haute,2023,test_final,True
CFG,Banques,2023,sociaux,,,,,,,,3477000.0,,20000000.0,,,,2,CFG,1.0,nom normalisé,2563000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,0.7371297095197009,3095000.0,,,-23000000.0,,889877000000.0,,,1.8695652173913044,,,1,1,1,0,0,1,1,1,1,1,1,1,1,test_final,3477000.0,haute,2024,test_final,True
CFG,Banques,2024,sociaux,,,,,,,,,,20000000.0,,,,1,CFG,1.0,nom normalisé,3477000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,,2563000.0,,3477000.0,20000000.0,,,,,0.0,,,1,1,1,1,0,1,1,1,1,1,1,1,1,test_final,55522000.0,haute,2025,test_final,True
CGI,Immobilier,2007,sociaux,4002252000.0,,,,,15842000.0,,,-33363000.0,,,,,3,CGI,1.0,nom normalisé,129455000.0,provisoire_un_seul_type_disponible,,,V26,immobilier,False,provisoire,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1,0,1,apprentissage,137375000.0,provisoire,2008,apprentissage,True
CIH,Banques,2018,consolides,,,,88729000.0,,,,645960000.0,,8523000.0,64949880000.0,,,4,CIH,1.0,nom normalisé,198939000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,24.89688173250165,0.00013122426092242203,,,,,0.307974177967676,,,,,,,,,,,,1,0,1,0,0,0,1,1,1,1,1,1,1,apprentissage,186338000.0,provisoire,2019,apprentissage,True
CIH,Banques,2019,consolides,,,,,,2286602000.0,,637737530.0,,201.0,75134280000.0,,,4,CIH,1.0,nom normalisé,186338000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,25.042542749640447,2.6752103034726626e-09,,,,,0.2921860345901236,198939000.0,,645960000.0,8523000.0,64949880000.0,,,-0.012729069911449625,-0.9999764167546639,0.15680398485724684,,1,1,1,0,0,0,1,1,1,1,1,0,1,apprentissage,215517000.0,provisoire,2020,validation,True
CIH,Banques,2006,sociaux,,,,,,1501353.0,,,,1415669.0,,,,2,CIH,1.0,nom normalisé,9117000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,0,1,apprentissage,10012000.0,provisoire,2007,apprentissage,True
CIH,Banques,2009,sociaux,2806119.0,,,,,,,,,,,,,1,CIH,1.0,nom normalisé,91255000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,1,1,1,1,apprentissage,9756000.0,haute,2010,apprentissage,True
CIH,Banques,2010,sociaux,2813743.0,,,,,93688000.0,,,,751291000.0,,,,3,CIH,1.0,nom normalisé,9756000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,,91255000.0,,,,,2806119.0,,,,,0.0027169197029776712,1,1,1,1,0,1,0,1,1,1,1,0,1,apprentissage,175096000.0,haute,2011,apprentissage,True
CIH,Banques,2013,sociaux,,,,,,1028693000.0,,249107000.0,,824972.0,,,,3,CIH,1.0,nom normalisé,266361000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,1.0692634088965787,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1,0,1,apprentissage,249107000.0,haute,2014,apprentissage,True
CIH,Banques,2024,sociaux,,,,,,,,,,620007000.0,,,,1,CIH,1.0,nom normalisé,540660000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,test_final,604583000.0,haute,2025,test_final,True
CMGP GROUP,Agriculture,2024,sociaux,2229269508.68,20347094.23,27435953.5,-82839.16,275648.84,0.0,,102718210.01,102809049.17,102403753.01,2274317058.08,45047549.4,291101710.79,12,CMGP GROUP,1.0,comparatif officiel du RFA 2025,314457.0,vérifié_par_impôt_du_pdf,0.0,314457.0,V26,agriculture,False,haute,21.544945650471153,0.045026155278653286,0.9801929334171069,0.012063381137879558,-0.004071301732994432,5.032844093237387,0.003061355917021786,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,test_final,373469.0,haute,2025,test_final,True
CNIA SAADA,Sociétés d'assurances,2013,consolides,5788000.0,,,,,,,167119000.0,,,,,,2,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,109460012.0,provisoire_un_seul_type_disponible,,,V26,societes d assurances,False,provisoire,,,,,,,0.6549824496316996,,,,,,,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,apprentissage,126331339.0,provisoire,2014,apprentissage,True
CNIA SAADA,Sociétés d'assurances,2014,consolides,,,,44000.0,,,714059000.0,,,,19824606000.0,,,3,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,126331339.0,provisoire_un_seul_type_disponible,,,V26,societes d assurances,False,provisoire,23.710189730423682,,,,,,,109460012.0,,167119000.0,,,5788000.0,,,,,,1,0,1,1,1,0,1,1,1,1,1,1,0,apprentissage,134183586.0,provisoire,2015,apprentissage,True
CNIA SAADA,Sociétés d'assurances,2015,consolides,,,,124000.0,,,1244857000.0,,,,19642108000.0,,,3,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,134183586.0,provisoire_un_seul_type_disponible,,,V26,societes d assurances,False,provisoire,23.700941466139536,,,,,,,126331339.0,,,,19824606000.0,,,,,-0.009205630618838024,,1,0,1,1,1,0,1,1,1,1,1,1,0,apprentissage,180975899.0,provisoire,2016,apprentissage,True
CNIA SAADA,Sociétés d'assurances,2016,consolides,3610276000.0,,755879000.0,139000.0,,,1708930000.0,,,-174787000.0,20690062000.0,,21615173000.0,7,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,180975899.0,provisoire_un_seul_type_disponible,,,V26,societes d assurances,False,provisoire,23.752919325364427,-0.008447872220005913,0.17449324221454726,0.03653343329758992,,,,134183586.0,,,,19642108000.0,,,,,0.0533524202188482,,1,0,1,1,0,0,0,1,0,0,1,1,0,apprentissage,170307474.0,provisoire,2017,apprentissage,True
CNIA SAADA,Sociétés d'assurances,2017,consolides,4226195000.0,,,,,,,,,-176226000.0,21615173000.0,,,3,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,170307474.0,provisoire_un_seul_type_disponible,,,V26,societes d assurances,False,provisoire,23.796661358781375,-0.008152884087487988,0.19551983229558237,,,,,180975899.0,,,-174787000.0,20690062000.0,3610276000.0,,,-0.00823287773118138,0.0447128191302665,0.17060163821270175,1,1,1,1,0,0,0,1,1,1,1,1,1,apprentissage,165181727.0,provisoire,2018,apprentissage,True
CNIA SAADA,Sociétés d'assurances,2019,sociaux,,,,,,,,,,-50600000.0,,,,1,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,169837551.66,vérifié_par_impôt_du_pdf,,,V26,societes d assurances,False,haute,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,apprentissage,45097749.94,haute,2020,validation,True
CNIA SAADA,Sociétés d'assurances,2020,sociaux,,,,,,,,,,200627850.0,,,,1,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,45097749.94,vérifié_par_impôt_du_pdf,,,V26,societes d assurances,False,haute,,,,,,,,169837551.66,,,-50600000.0,,,,,4.964977272727273,,,1,1,1,1,0,1,1,1,1,1,1,1,1,validation,51215195.61,haute,2021,validation,True
CNIA SAADA,Sociétés d'assurances,2021,sociaux,,,,,,,,,,360201000000.0,,,,1,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,51215195.61,vérifié_par_impôt_du_pdf,,,V26,societes d assurances,False,haute,,,,,,,,45097749.94,,,200627850.0,,,,,1794.3688882176627,,,1,1,1,1,0,1,1,1,1,1,1,1,1,validation,26013115.43,haute,2022,validation,True
CTM,Divers,2010,sociaux,122597800.0,,64870699.48,12990898.9,46669106.64,278739395.91,,-1701511.41,,22385015.63,,,66220.0,8,CTM,1.0,nom normalisé,9097580.0,vérifié_par_impôt_du_pdf,,,V26,divers,False,haute,,,,,,,-5.346764027870963,,,,,,,,,,,,1,0,1,0,0,1,0,1,0,0,0,0,1,apprentissage,10558990.0,haute,2011,apprentissage,True
CTM,Divers,2016,sociaux,122597800.0,,111157833.73,57067712.81,121963544.27,87508389.03,,,,,,,,5,CTM,1.0,nom normalisé,32652680.0,provisoire_un_seul_type_disponible,,,V26,divers,False,provisoire,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,0,1,0,1,0,0,1,apprentissage,31591054.0,provisoire,2017,apprentissage,True
CTM,Divers,2017,sociaux,,,99259899.36,63907092.43,146651076.21,756270859.06,,,-4615600.59,,,,,5,CTM,1.0,nom normalisé,31591054.0,provisoire_un_seul_type_disponible,,,V26,divers,False,provisoire,,,,,,,,32652680.0,,,,,122597800.0,,,,,,1,0,0,1,1,1,1,1,0,1,0,0,1,apprentissage,27398596.0,haute,2018,apprentissage,True
CTM,Divers,2018,sociaux,3865000.0,657300000.0,13207000.0,74608000.0,,,,90917000.0,1714000.0,63518648.59,14545000.0,,,7,CTM,1.0,nom normalisé,27398596.0,vérifié_par_impôt_du_pdf,,,V26,divers,False,haute,16.492757918663585,4.367043560673771,0.26572705397043656,0.9080096253007907,0.11350677012018864,0.09663570453369846,0.30135833782460925,31591054.0,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1,1,1,apprentissage,27130266.0,haute,2019,apprentissage,True
CTM,Divers,2021,sociaux,,,-30016000000.0,14417000.0,,39352000000.0,,32445000.0,-2011000.0,,,,,5,CTM,1.0,nom normalisé,2051830.0,vérifié_par_impôt_du_pdf,,,V26,divers,False,haute,,,,,,,0.06324025273539836,,,,,,,,,,,,1,0,0,0,1,1,1,1,0,1,1,0,1,validation,1954775.0,haute,2022,validation,True
CTM,Divers,2022,sociaux,,,92277000.0,,,,,,-1847000.0,31314000000.0,50573000000.0,,,4,CTM,1.0,nom normalisé,1954775.0,vérifié_par_impôt_du_pdf,,,V26,divers,False,haute,24.646683674008205,0.6191841496450675,,0.0018246297431435746,,,,2051830.0,,32445000.0,,,,,,,,,1,1,0,1,0,0,1,1,0,1,1,1,1,validation,20265533.0,haute,2023,test_final,True
CTM,Divers,2023,sociaux,51498000.0,,60000000.0,,,,,76426000.0,4754000.0,,,,,4,CTM,1.0,nom normalisé,20265533.0,vérifié_par_impôt_du_pdf,,,V26,divers,False,haute,,,,,,,0.26516542799570825,1954775.0,,,31314000000.0,50573000000.0,,,,,,,1,1,0,0,1,1,0,1,0,1,1,1,1,test_final,23266402.0,haute,2024,test_final,True
CTM,Divers,2024,sociaux,1047000000.0,450171000.0,330000000.0,41950000.0,,,,93154000.0,-426000.0,69888000.0,1409095000.0,,,6,CTM,1.0,nom normalisé,23266402.0,vérifié_par_rcai_moins_resultat_net,1.727813350770781e-05,23266000.0,V26,divers,False,haute,21.066213492004508,0.04959779149028277,0.7430301008803523,0.23419286847231735,0.09318681123395332,0.15524767255109725,0.24976277991283252,20265533.0,,76426000.0,,,51498000.0,,0.21887839217020386,,,19.330886636374228,0,0,0,0,0,0,0,1,0,1,1,1,1,test_final,21553492.0,haute,2025,test_final,True
Cartier Saada,Agroalimentaire,2018,sociaux,,,,,,,,,,2544697220.0,,,,1,Cartier Saada,1.0,nom normalisé,1123600.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,apprentissage,1246531.0,haute,2019,apprentissage,True
Cartier Saada,Agroalimentaire,2023,sociaux,,,33917944.5,,,,,,,,,,,1,Cartier Saada,1.0,nom normalisé,641727.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,1,1,1,1,test_final,2825774.0,provisoire,2024,test_final,True
Cartier Saada,Agroalimentaire,2024,sociaux,,,26657818.07,,,,,,,,,,,1,Cartier Saada,1.0,nom normalisé,2825774.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,,,,,,,,641727.0,,,,,,,,,,,1,1,1,1,1,1,1,1,0,1,1,1,1,test_final,754620.0,haute,2025,test_final,True
Ciments du Maroc,Bâtiment et matériaux de construction,2004,consolides,2644698000.0,,1016000.0,25954000.0,,1052404000.0,,,27463000.0,3407000.0,,,28503000.0,7,Ciment du Maroc,1.0,alias vérifié,254795855.0,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,0,0,1,0,1,apprentissage,249573025.0,provisoire,2005,apprentissage,True
Ciments du Maroc,Bâtiment et matériaux de construction,2005,consolides,3032307000.0,,1481000.0,,,1027790000.0,,,25953000.0,,,,19779000.0,5,Ciment du Maroc,1.0,alias vérifié,249573025.0,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,,,,,,,,254795855.0,,,3407000.0,,2644698000.0,,,,,0.14656077934040107,1,1,0,1,1,1,0,1,0,0,1,0,1,apprentissage,266624569.0,provisoire,2006,apprentissage,True
Ciments du Maroc,Bâtiment et matériaux de construction,2006,consolides,3477629000.0,,,,,995697000.0,,,,,,,12387000.0,3,Ciment du Maroc,1.0,alias vérifié,266624569.0,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,,,,,,,,249573025.0,,,,,3032307000.0,,,,,0.14685914058174188,1,1,1,1,1,1,0,1,1,0,1,0,1,apprentissage,275973664.0,provisoire,2007,apprentissage,True
Ciments du Maroc,Bâtiment et matériaux de construction,2007,consolides,3862155000.0,,,,,,,,,,,,27563000.0,2,Ciment du Maroc,1.0,alias vérifié,275973664.0,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,,,,,,,,266624569.0,,,,,3477629000.0,,,,,0.1105713116609046,1,1,1,1,1,1,0,1,1,0,1,1,1,apprentissage,251441716.0,provisoire,2008,apprentissage,True
Ciments du Maroc,Bâtiment et matériaux de construction,2008,consolides,4171557000.0,,,35833000.0,,1978879000.0,,,,340000.0,,,51015000.0,5,Ciment du Maroc,1.0,alias vérifié,251441716.0,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,,,,,,,,275973664.0,,,,,3862155000.0,,,,,0.08011123323636675,1,0,1,1,0,1,0,1,1,0,1,0,1,apprentissage,375144632.44,provisoire,2009,apprentissage,True
Ciments du Maroc,Bâtiment et matériaux de construction,2009,consolides,4774284000.0,,950000000.0,,,3529117000.0,,,,,,,52244000.0,4,Ciment du Maroc,1.0,alias vérifié,375144632.44,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,,,,,,,,251441716.0,,,340000.0,,4171557000.0,,,,,0.14448490096143957,1,1,1,1,1,1,0,1,0,0,1,0,1,apprentissage,272680915.0,provisoire,2010,apprentissage,True
Ciments du Maroc,Bâtiment et matériaux de construction,2010,consolides,5242346000.0,,1210000000.0,1155760000.0,,4259104000.0,,,,60.0,,,47836000.0,6,Ciment du Maroc,1.0,alias vérifié,272680915.0,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,,,,,,,,375144632.44,,,,,4774284000.0,,,,,0.09803815608790763,1,0,1,1,0,1,0,1,0,0,1,0,1,apprentissage,341019040.71,provisoire,2011,apprentissage,True
Ciments du Maroc,Bâtiment et matériaux de construction,2011,consolides,5785043000.0,,770000000.0,1257961000.0,,4175360000.0,,,,68.0,,,35877000.0,6,Ciment du Maroc,1.0,alias vérifié,341019040.71,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,,,,,,,,272680915.0,,,60.0,,5242346000.0,,,0.13333333333333333,,0.10352178204185683,1,0,1,1,0,1,0,1,0,0,1,0,1,apprentissage,206668743.0,provisoire,2012,apprentissage,True
Ciments du Maroc,Bâtiment et matériaux de construction,2012,consolides,5935966000.0,,330000000.0,1073916000.0,,,,,,,,,,3,Ciment du Maroc,1.0,alias vérifié,206668743.0,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,,,,,,,,341019040.71,,,68.0,,5785043000.0,,,,,0.02608848369839256,1,0,1,1,1,1,0,1,0,1,1,1,1,apprentissage,278821815.0,provisoire,2013,apprentissage,True
Ciments du Maroc,Bâtiment et matériaux de construction,2013,consolides,6167385000.0,,,1129184000.0,,7247000.0,,,,,,,,3,Ciment du Maroc,1.0,alias vérifié,278821815.0,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,,,,,,,,206668743.0,,,,,5935966000.0,,,,,0.038985903895002096,1,0,1,1,1,1,0,1,1,1,1,0,1,apprentissage,256475063.0,provisoire,2014,apprentissage,True
