societe,secteur,annee,type_comptes_resolu,capitaux_propres,chiffre_affaires,dettes_financieres,ebit,ebitda,immobilisations_corporelles,impot_differe,resultat_avant_impot,resultat_financier,resultat_net,total_actif,total_dettes,tresorerie_equivalents,nombre_variables_prevalidees,societe_is,score_correspondance_nom,methode_correspondance_nom,is_mad,statut_perimetre_is,ecart_identite_fiscale,is_implicite_mad,version_source,secteur_normalise,est_banque,qualite_perimetre,taille_log_actif,rentabilite_actif,ratio_capitaux_propres,ratio_dettes_financieres,marge_ebit,marge_nette,taux_effectif_observe,is_mad_retard_1,chiffre_affaires_retard_1,resultat_avant_impot_retard_1,resultat_net_retard_1,total_actif_retard_1,capitaux_propres_retard_1,croissance_chiffre_affaires,croissance_resultat_avant_impot,croissance_resultat_net,croissance_total_actif,croissance_capitaux_propres,chiffre_affaires_manquant,ebit_manquant,resultat_financier_manquant,resultat_avant_impot_manquant,resultat_net_manquant,total_actif_manquant,capitaux_propres_manquant,total_dettes_manquant,dettes_financieres_manquant,tresorerie_equivalents_manquant,ebitda_manquant,immobilisations_corporelles_manquant,impot_differe_manquant,split_temporel_t
BCP,Banques,2024,sociaux,33378191000.0,10018334000.0,,4876294000.0,,2686750000.0,,4667429000.0,,2939923000.0,345976160000.0,312597969000.0,,8,BCP,1.0,comparatif officiel du RFA 2025,1727506000.0,vérifié_par_impôt_du_pdf,0.0,1727506000.0,V26,banques,True,haute,26.56963570789909,0.008497472773846614,0.09647540743847784,,0.4867370163542162,0.2934542809213588,0.3701193954958929,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,1,1,0,1,test_final
BCP,Banques,2025,sociaux,34486059000.0,11076351000.0,,,,2728346000.0,,5450452000.0,,3282906000.0,372904872000.0,,,6,BCP,1.0,contrôle publication annuelle 2025,2167546000.0,vérifié_par_impôt_du_pdf,0.0,2167546000.0,V26,banques,True,haute,26.64458918921344,0.008803601793649937,0.09247950774963326,,,0.29638876557812227,0.39768188032845714,1727506000.0,10018334000.0,4667429000.0,2939923000.0,345976160000.0,33378191000.0,0.10560807814952067,0.16776323753398284,0.1166639398378801,0.07783401029712568,0.0331913733731106,0,1,1,0,0,0,0,1,1,1,1,0,1,test_final
BMCE BANK,Banques,2006,consolides,7047064000.0,,,,,1840684000.0,3285502000.0,1339416000.0,,1273857000.0,,,,5,BMCE BANK(bank of africa),1.0,alias vérifié,375375000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,,,,,,,0.2802527370137433,,,,,,,,,,,,1,1,1,0,0,1,0,1,1,1,1,0,0,apprentissage
BMCE BANK,Banques,2007,consolides,7950246000.0,,,,,1972055000.0,,2147212000.0,,,,,,3,BMCE BANK(bank of africa),1.0,alias vérifié,566014000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,,,,,,,0.2636041527338707,375375000.0,,1339416000.0,1273857000.0,,7047064000.0,,0.6030956775191576,,,0.1281642965070276,1,1,1,0,1,1,0,1,1,1,1,0,1,apprentissage
BMCE BANK,Banques,2009,sociaux,12898809000.0,,,,,26022000.0,,1154254000.0,,502929000.0,,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,152499000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,0.13211910030201324,,,,,,,,,,,,1,1,1,0,0,1,0,1,1,1,1,0,1,apprentissage
BMCE BANK,Banques,2010,sociaux,14887353000.0,,,,,432694000.0,,935266000.0,,476265000.0,,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,275848000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,0.29494069066982015,152499000.0,,1154254000.0,502929000.0,,12898809000.0,,-0.1897225394064045,-0.05301742393061446,,0.15416493104130777,1,1,1,0,0,1,0,1,1,1,1,0,1,apprentissage
BMCE BANK,Banques,2011,sociaux,15411554000.0,,,,,2089870000.0,,816087000.0,,521741000.0,,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,293544000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,,,,,,,0.35969694407581543,275848000.0,,935266000.0,476265000.0,,14887353000.0,,-0.12742791890221605,0.09548465665123408,,0.03521116211861168,1,1,1,0,0,1,0,1,1,1,1,0,1,apprentissage
BMCE BANK,Banques,2012,sociaux,17111881000.0,,,,,,,372362000.0,,120839000.0,,,,3,BMCE BANK(bank of africa),1.0,alias vérifié,227527000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,0.6110371090497956,293544000.0,,816087000.0,521741000.0,,15411554000.0,,-0.5437226668235127,-0.768392746592658,,0.1103280694471174,1,1,1,0,0,1,0,1,1,1,1,1,1,apprentissage
BMCE BANK,Banques,2013,sociaux,18633841000.0,,,,,2337608000.0,,1480987000.0,,713067000.0,,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,372362000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,0.25142827047097643,227527000.0,,372362000.0,120839000.0,,17111881000.0,,2.977277488035836,4.900967402908002,,0.08894171248619599,1,1,1,0,0,1,0,1,1,1,1,0,1,apprentissage
BMCE BANK,Banques,2014,sociaux,19995030000.0,,,,,2221952000.0,,1454705000.0,,1203572000.0,,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,251133000.0,vérifié_par_rcai_moins_resultat_net,0.0,251133000.0,V26,banques,True,haute,,,,,,,0.1726350015982622,372362000.0,,1480987000.0,713067000.0,,18633841000.0,,-0.017746273262358142,0.6878806619854796,,0.07304929778031272,1,1,1,0,0,1,0,1,1,1,1,0,1,apprentissage
BMCE BANK,Banques,2015,sociaux,22410398000.0,,,,,15820000.0,,1622471000.0,,4.4,,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,318435000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,0.19626544942868007,251133000.0,,1454705000.0,1203572000.0,,19995030000.0,,0.11532647512725948,-0.9999999963442153,,0.12079841840697414,1,1,1,0,0,1,0,1,1,1,1,0,1,apprentissage
BMCE BANK,Banques,2016,sociaux,24709660000.0,,,,,7684428000.0,,1875333000.0,,,,,,3,BMCE BANK(bank of africa),1.0,alias vérifié,550362000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,,,,,,,0.2934742789680553,318435000.0,,1622471000.0,4.4,,22410398000.0,,0.15584993506817688,,,0.10259799937511149,1,1,1,0,1,1,0,1,1,1,1,0,1,apprentissage
BMCE BANK,Banques,2017,sociaux,26683739000.0,,,,,,,1938774000.0,,,,,,2,BMCE BANK(bank of africa),1.0,alias vérifié,608137000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,,,,,,,0.31367090749102267,550362000.0,,1875333000.0,,,24709660000.0,,0.03382919193551225,,,0.07989098190748072,1,1,1,0,1,1,0,1,1,1,1,1,1,apprentissage
BMCE BANK,Banques,2018,sociaux,25294339000.0,,,,,5143410000.0,,1863131000.0,,1343654000.0,208227549000.0,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,519477000.0,vérifié_par_rcai_moins_resultat_net,0.0,519477000.0,V26,banques,True,haute,26.061897304263304,0.006452815712679786,0.12147450767909677,,,,0.2788193637484428,608137000.0,,1938774000.0,,,26683739000.0,,-0.039015893549222344,,,-0.052069164669913764,1,1,1,0,0,0,0,1,1,1,1,0,1,apprentissage
BMCE BANK,Banques,2019,sociaux,29435162000.0,,,,,9073898000.0,,2012790000.0,,6.87,222897610000.0,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,640941000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,26.129978354988243,3.082132643773076e-11,0.13205687580050768,,,,0.31843411384198056,519477000.0,,1863131000.0,1343654000.0,208227549000.0,25294339000.0,,0.08032661149430716,-0.9999999948870767,0.07045206587914071,0.16370552320027024,1,1,1,0,0,0,0,1,1,1,1,0,1,apprentissage
BMCE BANK,Banques,2020,sociaux,29943306000.0,,,,,9624001000.0,,998993000.0,,724181000.0,234574533000.0,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,274812000.0,vérifié_par_rcai_moins_resultat_net,0.0,274812000.0,V26,banques,True,haute,26.18103921229032,0.003087210664936078,0.12764943243007543,,,,0.2750890146377402,640941000.0,,2012790000.0,6.87,222897610000.0,29435162000.0,,-0.5036774824994162,105412080.51382823,0.05238693676437356,0.017263163015715694,1,1,1,0,0,0,0,1,1,1,1,0,1,validation
BMCE BANK,Banques,2021,sociaux,,,,,,,,2010343000.0,,,,,,1,BMCE BANK(bank of africa),1.0,alias vérifié,509470000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,0.25342441563454593,274812000.0,,998993000.0,724181000.0,234574533000.0,29943306000.0,,1.0123694560422345,,,,1,1,1,0,1,1,1,1,1,1,1,1,1,validation
BMCE BANK,Banques,2022,sociaux,33601517.0,,,,,,,1931997.0,,690079000.0,268445438000.0,,,3,BMCE BANK(bank of africa),1.0,alias vérifié,406902000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,26.315913519820715,0.0025706490121094926,0.00012517075071322314,,,,210.6121282797023,509470000.0,,2010343000.0,,,,,-0.9990389714590993,,,,1,1,1,0,0,0,0,1,1,1,1,1,1,validation
BMCE BANK,Banques,2024,sociaux,35408147000.0,,,,,,,2805738000.0,,202000000.0,288891689000.0,,,3,BMCE BANK(bank of africa),1.0,alias vérifié,919542000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,26.38931767626856,0.0006992239918677619,0.12256547470287385,,,,0.3277362319646382,1518983000.0,,,1525093000.0,,,,,-0.867549060942513,,,1,1,1,0,0,0,0,1,1,1,1,1,1,test_final
BMCE BANK,Banques,2025,sociaux,36436887000.0,,,,,,,3281456000.0,,1886195000.0,297580604000.0,,,3,BMCE BANK(bank of africa),1.0,alias vérifié,1110694000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,26.41895096305356,0.006338433939061432,0.12244375644858897,,,,0.3384759692039144,919542000.0,,2805738000.0,202000000.0,288891689000.0,35408147000.0,,0.16955182558029297,8.33759900990099,0.030076721937127102,0.029053765507695162,1,1,1,0,0,0,0,1,1,1,1,1,1,test_final
BMCI,Banques,2004,consolides,2923672000.0,,,,,21676000.0,200.0,281371000.0,,-2873000.0,4398027000.0,,,6,BMCI,1.0,nom normalisé,217265000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,22.20442186844167,-0.0006532474675576116,0.6647689975527663,,,,0.7721655749881828,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,1,0,0,apprentissage
BMCI,Banques,2007,consolides,4404058000.0,,,1266986000.0,,1144190000.0,,1257558000.0,,780604000.0,,,4729979000.0,6,BMCI,1.0,nom normalisé,373706000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,,,,,,,0.29716800338433697,,,,,,,,,,,,1,0,1,0,0,1,0,1,1,0,1,0,1,apprentissage
BMCI,Banques,2008,consolides,6624900000.0,,,1316535000.0,,1226317000.0,,1311769000.0,,728914000.0,,,5508252000.0,6,BMCI,1.0,nom normalisé,384426000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,,,,,,,0.29305922003035595,373706000.0,,1257558000.0,780604000.0,,4404058000.0,,0.04310815087654009,-0.06621795430205328,,0.5042717421069386,1,0,1,0,0,1,0,1,1,0,1,0,1,apprentissage
BMCI,Banques,2024,consolides,7345468000.0,,,646943000.0,,2569801000.0,15015914000.0,16188000000.0,,292000000000.0,78074415000.0,,290214000.0,7,BMCI,1.0,nom normalisé,224398000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,25.0809282473049,3.7400216191181195,0.09408290795390525,,,,0.013861996540647393,,,,,,,,,,,,1,0,1,0,0,0,0,1,1,0,1,0,0,test_final
BMCI,Banques,2025,consolides,7583624000.0,,,812874000.0,,1000611000.0,18746914000.0,17065000000.0,,479427000.0,78576845000.0,,,6,BMCI,1.0,nom normalisé,340045000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,25.087342900117974,0.0061013775750349865,0.09651219770913429,,,,0.019926457661881045,224398000.0,,16188000000.0,292000000000.0,78074415000.0,7345468000.0,,0.05417593278972078,-0.9983581267123288,0.006435270760594236,0.03242216833563226,1,0,1,0,0,0,0,1,1,1,1,0,0,test_final
BMCI,Banques,2010,sociaux,7061833000.0,,,,,1179662000.0,,1257463000.0,,200000.0,,,,4,BMCI,1.0,nom normalisé,439161000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,0.3492436755594399,438770000.0,,,9806985000.0,,,,,-0.9999796063723968,,,1,1,1,0,0,1,0,1,1,1,1,0,1,apprentissage
BMCI,Banques,2012,sociaux,,,,,,,,1128566000.0,,3604145000.0,,,,2,BMCI,1.0,nom normalisé,387800000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,0.3436219060294214,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage
BMCI,Banques,2013,sociaux,,,,,,1471046000.0,,919450000.0,,604145000.0,,,,3,BMCI,1.0,nom normalisé,315305000.0,vérifié_par_rcai_moins_resultat_net,0.0,315305000.0,V26,banques,True,haute,,,,,,,0.3429278372940345,387800000.0,,1128566000.0,3604145000.0,,,,-0.18529354951327615,-0.83237494606904,,,1,1,1,0,0,1,1,1,1,1,1,0,1,apprentissage
BMCI,Banques,2014,sociaux,,,,,,,,750677000.0,,201000.0,,,,2,BMCI,1.0,nom normalisé,289541000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,0.3857065022639564,315305000.0,,919450000.0,604145000.0,,,,-0.18355864919245202,-0.9996672984134604,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage
BMCI,Banques,2015,sociaux,,,,,,,,589883000.0,,201000.0,,,,2,BMCI,1.0,nom normalisé,177322000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,0.30060537428608725,289541000.0,,750677000.0,201000.0,,,,-0.21419865001858324,0.0,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage
BMCI,Banques,2017,sociaux,,,,,,82605000.0,,-219746000.0,,201000.0,,,,3,BMCI,1.0,nom normalisé,183100000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,-0.8332347346481848,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1,0,1,apprentissage
BMCI,Banques,2019,sociaux,,,,,,2998961000.0,,-260428000.0,,,,,,2,BMCI,1.0,nom normalisé,254821000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,-0.9784700569831201,219746000.0,,,487030000.0,,,,,,,,1,1,1,0,1,1,1,1,1,1,1,0,1,apprentissage
BMCI,Banques,2023,sociaux,,,,,,50442000.0,,10205000.0,,193922000.0,59661129000.0,,,3,BMCI,1.0,nom normalisé,209551000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,24.811946539772833,0.00325039105445021,,,,,20.534149926506615,44283000.0,,,231723000.0,,,,,-0.1631301165615843,,,1,1,1,0,0,0,1,1,1,1,1,0,1,test_final
Balima,Sociétés de placement immobilier,2025,consolides,,50984600.14,,,,,,15123586.6,,10855773.6,,,,3,Balima,1.0,contrôle ciblé rapport 2025,4267813.0,vérifié_par_impôt_du_pdf,,4267813.0,V26,societes de placement immobilier,False,haute,,,,,,0.2129225995730247,0.28219582516226677,5771360.0,,,,,,,,,,,0,1,1,0,0,1,1,1,1,1,1,1,1,test_final
Brasseries du Maroc,Agroalimentaire,2005,sociaux,1641505932.82,1304332186.53,0.0,299016130.12,362748489.39,496071110.45,,353238721.98,69922927.89,244818062.98,1998273071.96,356767139.1400001,36356473.13,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,108420659.0,vérifié_par_impôt_du_pdf,-2.980232238769531e-08,108420659.0,V26,agroalimentaire,False,haute,21.415549180987,0.12251481862780192,0.8214622695235211,0.0,0.2292484485225287,0.18769609882226818,0.30693310855693406,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
Brasseries du Maroc,Agroalimentaire,2006,sociaux,1622533895.89,1344774123.7,0.0,315516256.48,377970138.69,483051578.46,,331240471.07,69655025.86,221170048.07,2019747447.81,397213551.9199998,17462969.49,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,110070423.0,vérifié_par_impôt_du_pdf,0.0,110070423.0,V26,agroalimentaire,False,haute,21.42623831520162,0.10950381361284221,0.8033350395611609,0.0,0.23462397953634867,0.16446631755634517,0.33229762850065253,108420659.0,1304332186.53,353238721.98,244818062.98,1998273071.96,1641505932.82,0.03100585693403028,-0.06227587617431574,-0.09659424072778439,0.010746467112693876,-0.011557702321189366,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
Brasseries du Maroc,Agroalimentaire,2007,sociaux,1670655008.99,1597689333.38,0.0,343005520.27,,480575238.43,,426259706.1,71982477.13,302389203.1,2139794701.53,469139692.54,44318873.1,11,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,123870503.0,vérifié_par_impôt_du_pdf,0.0,123870503.0,V26,agroalimentaire,False,haute,21.483975727981072,0.14131692301312138,0.7807548115692805,0.0,0.21468849613231933,0.18926658442431918,0.29059866843463766,110070423.0,1344774123.7,331240471.07,221170048.07,2019747447.81,1622533895.89,0.18807263258764328,0.28685877279144406,0.36722492823392744,0.059436764655980405,0.029658001735368544,0,0,0,0,0,0,0,0,0,0,1,0,1,apprentissage
Brasseries du Maroc,Agroalimentaire,2008,sociaux,1761200188.69,1678950329.31,0.0,373643288.47,,509255565.17,,484528501.7,92546589.6,358939274.7,2272463256.38,511263067.6900001,38118718.14,11,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,125589227.0,vérifié_par_impôt_du_pdf,0.0,125589227.0,V26,agroalimentaire,False,haute,21.544130215515562,0.1579516296654164,0.7750181147023542,0.0,0.2225457668086921,0.21378790571339515,0.25919884291504414,123870503.0,1597689333.38,426259706.1,302389203.1,2139794701.53,1670655008.99,0.05086157504606211,0.13669787401000594,0.1870108820694199,0.06200059975620055,0.054197413118067646,0,0,0,0,0,0,0,0,0,0,1,0,1,apprentissage
Brasseries du Maroc,Agroalimentaire,2009,sociaux,1329486701.33,1710946833.76,0.0,395759471.51,,523343671.12,,447211576.64,105479001.36,336741184.64,1852470750.1,522984048.77,53185156.34,11,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,110470392.0,vérifié_par_impôt_du_pdf,0.0,110470392.0,V26,agroalimentaire,False,haute,21.33978612612998,0.18177948808196948,0.7176829654439789,0.0,0.23131021005502175,0.196815691753538,0.24702042113933773,125589227.0,1678950329.31,484528501.7,358939274.7,2272463256.38,1761200188.69,0.019057445530952476,-0.0770169864704989,-0.061843580863512576,-0.18481817257148614,-0.24512459749457177,0,0,0,0,0,0,0,0,0,0,1,0,1,apprentissage
Brasseries du Maroc,Agroalimentaire,2010,sociaux,1314318403.96,1726993408.92,0.0,379582668.49,470091835.63,509184803.91,,435922141.63,131568557.25,315380219.63,1842861415.47,528543011.51,41980457.17,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,120541922.0,vérifié_par_impôt_du_pdf,0.0,120541922.0,V26,agroalimentaire,False,haute,21.334585318270765,0.17113615651319392,0.7131943796353231,0.0,0.21979393003438122,0.1826180794906609,0.2765216778144594,110470392.0,1710946833.76,447211576.64,336741184.64,1852470750.1,1329486701.33,0.009378769020388504,-0.025244058069381892,-0.06343437032460512,-0.005187307075958498,-0.011409138094292882,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
Brasseries du Maroc,Agroalimentaire,2011,sociaux,1376544719.31,1830527007.12,0.0,413927273.33,503156935.87,492405150.56,,477388332.35,47015420.63,344746415.35,1898390386.49,521845667.1800001,63007876.55,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,132641917.0,vérifié_par_impôt_du_pdf,0.0,132641917.0,V26,agroalimentaire,False,haute,21.364272199593238,0.1815993263574273,0.7251115097854774,0.0,0.22612464701148496,0.18833178314719082,0.2778490968705804,120541922.0,1726993408.92,435922141.63,315380219.63,1842861415.47,1314318403.96,0.059950198805185956,0.09512292852331303,0.09311362568791433,0.03013192991825594,0.0473449319149104,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
Brasseries du Maroc,Agroalimentaire,2012,sociaux,1397803581.47,1752106555.63,0.0,403106339.06,482903423.47,448227327.15,,457124886.16,56111282.59,332030972.16,1897211533.79,499407952.3199999,41145187.8,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,125093914.0,vérifié_par_impôt_du_pdf,0.0,125093914.0,V26,agroalimentaire,False,haute,21.36365103185118,0.1750099903181129,0.7367673854889821,0.0,0.23006953416429413,0.18950386955239293,0.27365369461905736,132641917.0,1830527007.12,477388332.35,344746415.35,1898390386.49,1376544719.31,-0.0428403684758413,-0.04244646300895292,-0.036883467452709505,-0.0006209748576422521,0.015443640778089796,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
Brasseries du Maroc,Agroalimentaire,2013,sociaux,1373516642.3,1691170138.25,0.0,363273493.19,437912277.56,491086369.12,,406652846.83,54570202.39,294960773.83,1912535248.6,539018606.3,23851169.75,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,111692073.0,vérifié_par_impôt_du_pdf,0.0,111692073.0,V26,agroalimentaire,False,haute,21.371695554658512,0.15422501313160897,0.7181654002484041,0.0,0.21480600027972968,0.1744122410624051,0.27466197241868207,125093914.0,1752106555.63,457124886.16,332030972.16,1897211533.79,1397803581.47,-0.03477894491302178,-0.11041192649558382,-0.11164680839514138,0.0080769669259749,-0.017375072930102754,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
Brasseries du Maroc,Agroalimentaire,2014,sociaux,1949695580.45,1948053918.51,0.0,325940127.75,440067350.23,745598466.19,,343060436.04,8408025.57,223620911.04,2549580136.64,599884556.1899998,68461751.96,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,119439525.0,vérifié_par_impôt_du_pdf,-2.980232238769531e-08,119439525.0,V26,agroalimentaire,False,haute,21.65919453065425,0.08770891639228957,0.7647124137935252,0.0,0.16731576300480455,0.11479195155493438,0.3481588444843976,111692073.0,1691170138.25,406652846.83,294960773.83,1912535248.6,1373516642.3,0.15189706490786306,-0.15638009492795849,-0.24186220378956752,0.3330892272476154,0.4194917778245257,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
Brasseries du Maroc,Agroalimentaire,2015,sociaux,2064158372.64,2116037820.42,0.0,411007923.55,502862151.79,675453402.13,,376282228.19,4329000.86,244626830.19,2685953317.44,621794944.8,73470482.68,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,131655398.0,vérifié_par_impôt_du_pdf,0.0,131655398.0,V26,agroalimentaire,False,haute,21.71130155531341,0.09107635214716071,0.7685012093238326,0.0,0.19423467746357267,0.11560607652156493,0.3498847092335222,119439525.0,1948053918.51,343060436.04,223620911.04,2549580136.64,1949695580.45,0.08623164909033178,0.09683947392326638,0.09393539742015715,0.05348848574719503,0.05870803285279102,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
Brasseries du Maroc,Agroalimentaire,2016,sociaux,2098306301.71,2257097566.24,0.0,445683944.93,560619159.94,633862632.05,,445697445.07,10159869.94,294476005.07,2758210078.97,659903777.2599998,25156095.29,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,151221440.0,vérifié_par_impôt_du_pdf,0.0,151221440.0,V26,agroalimentaire,False,haute,21.737847784544275,0.10676344318920275,0.7607492691396341,0.0,0.19745887443955087,0.13046667076982174,0.33929169142140714,131655398.0,2116037820.42,376282228.19,244626830.19,2685953317.44,2064158372.64,0.06666220445530674,0.1844764692021263,0.20377640032895197,0.026901719051047445,0.01654326989761241,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
Brasseries du Maroc,Agroalimentaire,2017,sociaux,2169721049.29,2295989336.76,0.0,495815847.39,,597965540.47,,554634470.58,39504013.99,382676577.58,2928674499.05,758953449.7600002,38555663.67,11,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,171957893.0,vérifié_par_impôt_du_pdf,-5.960464477539062e-08,171957893.0000001,V26,agroalimentaire,False,haute,21.79781576855515,0.13066545213683942,0.740854284077596,0.0,0.21594867164743614,0.16667175733490838,0.3100382362101977,151221440.0,2257097566.24,445697445.07,294476005.07,2758210078.97,2098306301.71,0.017230876990749034,0.24441922814453357,0.2995170098461292,0.061802551364636096,0.03403447224163649,0,0,0,0,0,0,0,0,0,0,1,0,1,apprentissage
Brasseries du Maroc,Agroalimentaire,2019,sociaux,2165417840.49,2508184430.51,5497437.0,520143490.88,618237707.8,556259936.68,,554460744.33,52022113.05,387613997.33,2851230292.36,685812451.8700004,110630035.07,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,RFA officiel,166846747.0,vérifié_par_impôt_du_pdf,-5.960464477539062e-08,166846747.0000001,V26,agroalimentaire,False,haute,21.771016419959857,0.1359462258691026,0.7594678852467072,0.0019280929410474593,0.2073784864274263,0.1545396712518404,0.3009171500529122,164102093.0,142200000.0,,23900000.0,,,16.63842778136428,,15.218158884100419,,,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
Brasseries du Maroc,Agroalimentaire,2020,sociaux,2001370477.5,2216340317.46,0.0,383917160.79,479910372.96,490065841.0,,333103702.01,47680783.82,220785445.01,2850083708.34,848713230.8400002,192442550.58,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,RFA officiel,112318257.0,vérifié_par_impôt_du_pdf,0.0,112318257.0,V26,agroalimentaire,False,haute,21.770614202493878,0.07746630190682857,0.7022146302733249,0.0,0.17322121416352787,0.09961712254687831,0.3371870571304192,166846747.0,2508184430.51,554460744.33,387613997.33,2851230292.36,2165417840.49,-0.11635671982488872,-0.3992294217104292,-0.4303986787607374,-0.00040213658751883506,-0.07575783293300957,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
Brasseries du Maroc,Agroalimentaire,2021,sociaux,2023994062.72,2518186586.83,0.0,438901669.76,518596653.23,486841790.4,,465754332.22,42945256.73,322566803.22,2824709659.27,800715596.55,38864443.95,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,RFA officiel,143187529.0,vérifié_par_impôt_du_pdf,0.0,143187529.0,V26,agroalimentaire,False,haute,21.761671421137425,0.11419467560547875,0.7165317171900308,0.0,0.17429275179823273,0.12809487784066897,0.30743144850097726,112318257.0,2216340317.46,333103702.01,220785445.01,2850083708.34,2001370477.5,0.13619130013206898,0.3982262262759775,0.460996684837581,-0.008902913621712187,0.011304046639211019,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
Brasseries du Maroc,Agroalimentaire,2022,sociaux,2113985081.43,2718405138.76,0.0,596758332.88,699072695.44,461337826.89,,597389390.71,28088225.93,409741807.71,3032752644.72,918767563.2899997,29062704.06,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,187647583.0,vérifié_par_impôt_du_pdf,-5.960464477539062e-08,187647583.0000001,V26,agroalimentaire,False,haute,21.832736507998074,0.13510558087332228,0.6970515993483454,0.0,0.21952516362303934,0.15072874968773184,0.3141126808043577,143187529.0,2518186586.83,465754332.22,322566803.22,2824709659.27,2023994062.72,0.07950902168136949,0.2826276630913267,0.2702541105277471,0.07365110420012694,0.04446209619264551,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
