societe,secteur,annee,type_comptes_resolu,capitaux_propres,chiffre_affaires,dettes_financieres,ebit,ebitda,immobilisations_corporelles,impot_differe,resultat_avant_impot,resultat_financier,resultat_net,total_actif,total_dettes,tresorerie_equivalents,nombre_variables_prevalidees,societe_is,score_correspondance_nom,methode_correspondance_nom,is_mad,statut_perimetre_is,ecart_identite_fiscale,is_implicite_mad,version_source,secteur_normalise,est_banque,qualite_perimetre,taille_log_actif,rentabilite_actif,ratio_capitaux_propres,ratio_dettes_financieres,marge_ebit,marge_nette,taux_effectif_observe,is_mad_retard_1,chiffre_affaires_retard_1,resultat_avant_impot_retard_1,resultat_net_retard_1,total_actif_retard_1,capitaux_propres_retard_1,croissance_chiffre_affaires,croissance_resultat_avant_impot,croissance_resultat_net,croissance_total_actif,croissance_capitaux_propres,chiffre_affaires_manquant,ebit_manquant,resultat_financier_manquant,resultat_avant_impot_manquant,resultat_net_manquant,total_actif_manquant,capitaux_propres_manquant,total_dettes_manquant,dettes_financieres_manquant,tresorerie_equivalents_manquant,ebitda_manquant,immobilisations_corporelles_manquant,impot_differe_manquant,split_temporel_t
DELTA HOLDING S.A,Sociétés de portefeuille,2018,sociaux,1383441064.26,69913039.51,0.0,19041888.9,22026426.71,21556020.22,,191446862.03,172166738.97,185070560.03,1725208463.75,341767399.49,1994507.46,12,DELTA HOLDING S.A,1.0,comparatif officiel 2018/2017,6376302.0,vérifié_par_impôt_du_pdf,0.0,6376302.0,V26,societes de portefeuille,False,haute,21.2686137292585,0.10727431723104425,0.8018979116604162,0.0,0.2723653417654134,2.647153683019724,0.033305857993121996,5404568.0,67233445.47,129335359.66,123930791.66,1540484884.09,1329770504.23,0.03985507542069459,0.48023605093982236,0.49333799575600973,0.11991262073896984,0.04036076891409,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
DELTA HOLDING S.A,Sociétés de portefeuilles holdings,2019,sociaux,1412243274.22,,,,,,,171629504.76,,,,,,2,DELTA HOLDING S.A,1.0,nom normalisé,11620600.0,vérifié_par_impôt_du_pdf,,,V26,societes de portefeuilles holdings,False,haute,,,,,,,0.06770747265308372,6376302.0,69913039.51,191446862.03,185070560.03,1725208463.75,1383441064.26,,-0.10351361761622711,,,0.02081925331268541,1,1,1,0,1,1,0,1,1,1,1,1,1,apprentissage
DISTY RFA,"Matériels, logiciels et services informatiques",2021,sociaux,99811000.0,,7968964.28,32108000000.0,,1983591.11,,26463000.0,-5377000000.0,4134452.49,,,,7,DISTY RFA,1.0,nom normalisé,8191931.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,0.3095616899066621,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,1,1,0,1,validation
DISTY RFA,"Matériels, logiciels et services informatiques",2022,sociaux,162429915.14,202000000.0,6092742.27,26344000000.0,,3485429.27,,7332000.0,-17766000000.0,-2.0,,,,8,DISTY RFA,1.0,nom normalisé,3197250.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,130.41584158415841,-9.900990099009902e-09,0.43606792144026185,8191931.0,,26463000.0,4134452.49,,99811000.0,,-0.7229339077202132,-1.0000004837399885,,0.6273748899419902,0,0,0,0,0,1,0,1,0,1,1,0,1,validation
DISTY RFA,"Matériels, logiciels et services informatiques",2023,sociaux,171233239.0,56000000.0,4164942.77,29145.0,21100000.0,3666440.15,,27713.0,-7128.0,,,,,8,DISTY RFA,1.0,nom normalisé,2928870.0,vérifié_par_impôt_du_pdf,,,V26,materiels logiciels et services informatiques,False,haute,,,,,0.0005204464285714286,,105.68577923718111,3197250.0,202000000.0,7332000.0,-2.0,,162429915.14,-0.7227722772277227,-0.9962202673213312,,,0.054197675670841425,0,0,0,0,1,1,0,1,0,1,0,0,1,test_final
DISTY RFA,"Matériels, logiciels et services informatiques",2024,sociaux,,,,29705667.09,,,,22293214.78,6685642.22,,,,,3,DISTY RFA,1.0,nom normalisé,2929158.0,vérifié_par_impôt_du_pdf,,,V26,materiels logiciels et services informatiques,False,haute,,,,,,,0.1313923554277083,2928870.0,56000000.0,27713.0,,,171233239.0,,803.431666726807,,,,1,0,0,0,1,1,1,1,1,1,1,1,1,test_final
DISTY RFA,"Matériels, logiciels et services informatiques",2025,sociaux,,,,35929036.65,,,,29615892.91,4571016.07,25878107.91,,,,4,DISTY RFA,1.0,nom normalisé,3737785.0,vérifié_par_rcai_moins_resultat_net,0.0,3737785.0,V26,materiels logiciels et services informatiques,False,haute,,,,,,,0.1262087559324579,2929158.0,,22293214.78,,,,,0.32847116049720304,,,,1,0,0,0,0,1,1,1,1,1,1,1,1,test_final
DISWAY,Distributeurs,2024,sociaux,625444434.25,1601013160.52,68162603.4,76456849.53,,185485513.76,,87348236.79,14897481.27,67189047.79,1170994480.62,545550046.37,41306391.48,11,DISWAY,1.0,comparatif officiel du RFA 2025,20159189.0,vérifié_par_impôt_du_pdf,0.0,20159189.0,V26,distributeurs,False,haute,20.881119209014592,0.05737776642160243,0.5341139045496179,0.058209158564018454,0.04775529109652493,0.04196658056713124,0.23079102384706532,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,test_final
DISWAY,Distributeurs,2025,sociaux,,1585037428.91,,76456849.53,,,,87348236.79,14897481.27,67189047.79,1170994480.62,,,6,DISWAY,1.0,contrôle RFA/publication 2025,20159189.0,vérifié_par_impôt_du_pdf,0.0,20159189.0,V26,distributeurs,False,haute,20.881119209014592,0.05737776642160243,,,0.04823662087435873,0.042389565422568366,0.23079102384706532,20159189.0,1601013160.52,87348236.79,67189047.79,1170994480.62,625444434.25,-0.009978513608727032,0.0,0.0,0.0,,0,0,0,0,0,0,1,1,1,1,1,1,1,test_final
Dari couspate,Agroalimentaire,2025,sociaux,374351492.96,814205707.4,0.0,76439847.13,,75029642.37,,76593839.67,2481912.02,56509255.67,689819897.57,315468404.61,38395809.88,11,Dari couspate,1.0,contrôle rapport annuel 2025,20084584.0,vérifié_par_impôt_du_pdf,0.0,20084584.0,V26,agroalimentaire,False,haute,20.35194110491961,0.0819188542822015,0.5426800448620176,0.0,0.09388272083487977,0.06940415076486113,0.2622219239371369,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,test_final
ENNAKL,Distributeurs,2024,sociaux,625448736.3744,1902825044.033333,34059810.1881,156783141.15125,176931162.09375,200827535.2182,,195848205.5823333,39663636.89625,141414361.52675,1209161955.5436,583713219.1692001,94396197.73560001,12,ENNAKL,1.0,comparatif officiel + conversion BAM,54433844.05558334,vérifié_par_impôt_du_pdf,7.450580596923828e-09,54433844.05558333,V26,distributeurs,False,haute,20.913193358700482,0.11695237422779703,0.5172580343823492,0.028168112660133946,0.0823949325466748,0.07431811031191828,0.2779389471235146,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,test_final
ENNAKL,Distributeurs,2025,sociaux,698803046.3548,1924648186.2039,4712555.9638,174495494.619,194382837.6255,201524297.6837,,239316963.2721,58638679.0749,161427262.4406,1377653623.0221,678850576.6673,32185352.3264,12,ENNAKL,1.0,publication officielle + conversion BAM,77889700.83150001,vérifié_par_impôt_du_pdf,1.490116119384766e-08,77889700.8315,V26,distributeurs,False,haute,21.043647616564026,0.11717550750273781,0.5072414681579145,0.003420711770395716,0.09066357990504643,0.08387364693336123,0.32546669390477145,54433844.05558334,1902825044.033333,195848205.5823333,141414361.52675,1209161955.5436,625448736.3744,0.011468811722337593,0.22195126863949094,0.14151957904264456,0.13934582270474388,0.11728268955441509,0,0,0,0,0,0,0,0,0,0,0,0,1,test_final
Eqdom,Sociétés de financement,2006,sociaux,,,,,,17589000.0,,132029.0,,1504404.0,,,,3,Eqdom,1.0,nom normalisé,110969000.0,provisoire_un_seul_type_disponible,,,V26,societes de financement,False,provisoire,,,,,,,840.4895894083876,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1,0,1,apprentissage
Eqdom,Sociétés de financement,2007,sociaux,,,,,,170693000.0,,337261000.0,,205232179039.0,,,,3,Eqdom,1.0,nom normalisé,132029000.0,provisoire_un_seul_type_disponible,,,V26,societes de financement,False,provisoire,,,,,,,0.39147425880845993,110969000.0,,132029.0,1504404.0,,,,2553.446371630475,136419.9208689953,,,1,1,1,0,0,1,1,1,1,1,1,0,1,apprentissage
Eqdom,Sociétés de financement,2011,sociaux,,,,,,,,125630000.0,,2254498000.0,,,,2,Eqdom,1.0,nom normalisé,135452000.0,provisoire_un_seul_type_disponible,,,V26,societes de financement,False,provisoire,,,,,,,1.078181962906949,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage
Eqdom,Sociétés de financement,2012,sociaux,,,,,,218104000.0,,84048000.0,,2088085000.0,,,,3,Eqdom,1.0,nom normalisé,152630000.0,provisoire_un_seul_type_disponible,,,V26,societes de financement,False,provisoire,,,,,,,1.8159861031791358,135452000.0,,125630000.0,2254498000.0,,,,-0.3309878213802436,-0.07381377140276904,,,1,1,1,0,0,1,1,1,1,1,1,0,1,apprentissage
Eqdom,Sociétés de financement,2013,sociaux,,,,,,222887000.0,,71686000.0,,2115565000.0,,,,3,Eqdom,1.0,nom normalisé,87624000.0,vérifié_par_impôt_du_pdf,,,V26,societes de financement,False,haute,,,,,,,1.2223307200848144,152630000.0,,84048000.0,2088085000.0,,,,-0.1470826194555492,0.013160383796636631,,,1,1,1,0,0,1,1,1,1,1,1,0,1,apprentissage
Eqdom,Sociétés de financement,2014,sociaux,,,,,,229638000.0,,79134000.0,,1989864000.0,,,,3,Eqdom,1.0,nom normalisé,74593000.0,vérifié_par_impôt_du_pdf,,,V26,societes de financement,False,haute,,,,,,,0.9426163216822099,87624000.0,,71686000.0,2115565000.0,,,,0.1038975532182016,-0.05941722424033296,,,1,1,1,0,0,1,1,1,1,1,1,0,1,apprentissage
Eqdom,Sociétés de financement,2018,sociaux,,,,,,7856000.0,,80610000.0,,2595799000.0,,,,3,Eqdom,1.0,nom normalisé,70732000.0,vérifié_par_impôt_du_pdf,,,V26,societes de financement,False,haute,,,,,,,0.8774593722863169,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1,0,1,apprentissage
Eqdom,Sociétés de financement,2020,sociaux,,,,,,,,70510000.0,,,,,,1,Eqdom,1.0,nom normalisé,36124000.0,provisoire_un_seul_type_disponible,,,V26,societes de financement,False,provisoire,,,,,,,0.5123244929797192,,,,,,,,,,,,1,1,1,0,1,1,1,1,1,1,1,1,1,validation
Eqdom,Sociétés de financement,2021,sociaux,,,,,,6494000.0,,95667000.0,,35064000.0,,,,3,Eqdom,1.0,nom normalisé,60604000.0,provisoire_un_seul_type_disponible,,,V26,societes de financement,False,provisoire,,,,,,,0.6334890819195752,36124000.0,,70510000.0,,,,,0.35678627145085806,,,,1,1,1,0,0,1,1,1,1,1,1,0,1,validation
Eqdom,Sociétés de financement,2024,sociaux,,,,,,4337000.0,,77000000.0,,202000000.0,,,,3,Eqdom,1.0,nom normalisé,83847000.0,vérifié_par_impôt_du_pdf,,,V26,societes de financement,False,haute,,,,,,,1.0889220779220778,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1,0,1,test_final
Eqdom,Sociétés de financement,2025,sociaux,,,,,,,,151000000.0,,,,,,1,Eqdom,1.0,nom normalisé,55641000.0,provisoire_un_seul_type_disponible,,,V26,societes de financement,False,provisoire,,,,,,,0.36848344370860925,83847000.0,,77000000.0,202000000.0,,,,0.961038961038961,,,,1,1,1,0,1,1,1,1,1,1,1,1,1,test_final
Fenie Brossette,Distributeurs,2022,sociaux,,569081279.98,,16207441.74,,,,26805100.48,-5834297.38,24524044.48,,,,5,Fenie Brossette,1.0,comparatif officiel RFA 2023,2281056.0,vérifié_par_impôt_du_pdf,0.0,2281056.0,V26,distributeurs,False,haute,,,,,0.02848001210050276,0.043094098053729483,0.08509783433574356,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,1,1,1,1,validation
Fenie Brossette,Distributeurs,2023,sociaux,,602966700.73,,17475432.15,,,,13512106.71,-3930299.83,11739351.71,,,,5,Fenie Brossette,1.0,comparatif officiel RFA 2023,1772755.0,vérifié_par_impôt_du_pdf,0.0,1772755.0,V26,distributeurs,False,haute,,,,,0.028982416655584518,0.019469320106379667,0.1311975281166204,2281056.0,569081279.98,26805100.48,24524044.48,,,0.05954407910095177,-0.4959128498666982,-0.5213125747030124,,,0,0,0,0,0,1,1,1,1,1,1,1,1,test_final
Fenie Brossette,Distributeurs,2024,sociaux,,698037146.33,,24611298.36,,,,19804698.61,-4719131.59,14407477.61,,,,5,Fenie Brossette,1.0,comparatif officiel RFA 2025,5397221.0,vérifié_par_impôt_du_pdf,0.0,5397221.0,V26,distributeurs,False,haute,,,,,0.03525786340941361,0.020639986977410516,0.27252224869884045,1772755.0,602966700.73,13512106.71,11739351.71,,,0.15767113753529025,0.4657002816106385,0.22728051479428743,,,0,0,0,0,0,1,1,1,1,1,1,1,1,test_final
Fenie Brossette,Distributeurs,2025,sociaux,176897395.75,756514194.28,2531250.32,32235739.39,,252480041.57,,24055529.83,-6040164.04,17900192.83,,,,8,Fenie Brossette,1.0,comparatif officiel RFA 2025,6155337.0,vérifié_par_impôt_du_pdf,0.0,6155337.0,V26,distributeurs,False,haute,,,,,0.04261088507490575,0.02366141040755516,0.2558803336904095,5397221.0,698037146.33,19804698.61,14407477.61,,,0.08377354737845807,0.21463751121431476,0.2424237826040945,,,0,0,0,0,0,1,0,1,0,1,1,0,1,test_final
HPS,"Matériels, logiciels et services informatiques",2023,consolides,,5345000.0,26574000.0,,246.6,125852000.0,2051656000.0,-4000000.0,,,920000000.0,,,7,HPS,1.0,nom normalisé,61052087.0,vérifié_par_impôt_du_pdf,,,V26,materiels logiciels et services informatiques,False,haute,20.639884229094317,,,0.02888478260869565,,,-15.26302175,,,,,,,,,,,,0,1,1,0,1,0,1,1,0,1,0,0,0,test_final
HPS,"Matériels, logiciels et services informatiques",2024,consolides,,5501000.0,62143000.0,,,12485000.0,-1109000000.0,-3000000.0,,,,,,5,HPS,1.0,nom normalisé,44329913.0,vérifié_par_impôt_du_pdf,,,V26,materiels logiciels et services informatiques,False,haute,,,,,,,-14.776637666666666,61052087.0,5345000.0,-4000000.0,,920000000.0,,0.029186155285313375,0.25,,,,0,1,1,0,1,1,1,1,0,1,1,0,0,test_final
HPS,"Matériels, logiciels et services informatiques",2013,sociaux,162403478.9,,,,,,,22494941.29,,21599206.29,,,,3,HPS,1.0,nom normalisé,895735.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,0.039819397101436046,,,,,,,,,,,,1,1,1,0,0,1,0,1,1,1,1,1,1,apprentissage
Holcim,Bâtiment et matériaux de construction,2010,consolides,6216238000.0,5353697000.0,63163000.0,2405654000.0,,6811292000.0,3533690000.0,2363316000.0,-10767000.0,,8631658000.0,,569939000.0,10,Holcim,1.0,nom normalisé,265399322.89,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,22.878702444214667,,0.7201673189554081,0.007317597615660861,0.44934444366201526,,0.1122995498232145,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,1,0,0,apprentissage
Holcim,Bâtiment et matériaux de construction,2011,consolides,5094585000.0,5567171000.0,207198000.0,2375162000.0,,6570618000.0,,2359115000.0,10326000.0,1664205000.0,9361348000.0,,125634000.0,10,Holcim,1.0,nom normalisé,265500646.51,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,22.959855134267286,0.17777407698122108,0.5442148929833609,0.022133350880663767,0.4266371555678818,0.2989318991638662,0.11254247737393047,265399322.89,5353697000.0,2363316000.0,,8631658000.0,6216238000.0,0.03987412810250562,-0.0017775870852649413,,0.084536481867099,-0.18043919811307096,0,0,0,0,0,0,0,1,0,0,1,0,1,apprentissage
Holcim,Bâtiment et matériaux de construction,2012,consolides,4855947000.0,5043275000.0,,1951271000.0,,6344585000.0,,1828673000.0,-38349000.0,1265763000.0,8562115000.0,,695573000.0,9,Holcim,1.0,nom normalisé,189069587.08,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,22.870613076137012,0.1478329828552875,0.5671433985644903,,0.3869055326152153,0.2509803649414319,0.10339168734924178,265500646.51,5567171000.0,2359115000.0,1664205000.0,9361348000.0,5094585000.0,-0.0941045281346666,-0.2248478772760124,-0.23941882159950245,-0.08537584544448086,-0.046841499356669876,0,0,0,0,0,0,0,1,1,0,1,0,1,apprentissage
Holcim,Bâtiment et matériaux de construction,2013,consolides,5100267000.0,5049806000.0,612000.0,2137401000.0,,6125432000.0,10582000.0,2016269000.0,-65320000.0,1399941000.0,8539906000.0,,1642892000.0,11,Holcim,1.0,nom normalisé,215326295.61,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,22.868015837777648,0.1639293219386724,0.5972275338862044,7.16635522686081e-05,0.4232639828143893,0.27722668950054713,0.106794428526154,189069587.08,5043275000.0,1828673000.0,1265763000.0,8562115000.0,4855947000.0,0.0012949918455765351,0.10258586417582585,0.10600562664574648,-0.002593868454231227,0.05031356396599881,0,0,0,0,0,0,0,1,0,0,1,0,0,apprentissage
Holcim,Bâtiment et matériaux de construction,2014,consolides,4917744000.0,4934951000.0,,2046032000.0,,5919967000.0,14332000.0,1925871000.0,-46499000.0,1315614000.0,7906307000.0,,1911269000.0,10,Holcim,1.0,nom normalisé,269645116.0,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,22.790926632460863,0.16640057108837286,0.6220026619254729,,0.4146002665477327,0.26659109685182286,0.14001203403550913,215326295.61,5049806000.0,2016269000.0,1399941000.0,8539906000.0,5100267000.0,-0.022744438103166734,-0.044834295423874494,-0.06023610995034791,-0.07419273701607489,-0.03578694997732472,0,0,0,0,0,0,0,1,1,0,1,0,0,apprentissage
Holcim,Bâtiment et matériaux de construction,2015,consolides,4849025000.0,5187735000.0,,2184625000.0,,5739573000.0,9177000.0,2068750000.0,-43765000.0,1401214000.0,7993339000.0,,2906257000.0,10,Holcim,1.0,nom normalisé,230965991.96,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,22.801874406926625,0.17529770725350194,0.6066332229872898,,0.42111345317368754,0.27010130625407813,0.11164519248821753,269645116.0,4934951000.0,1925871000.0,1315614000.0,7906307000.0,4917744000.0,0.05122320363464602,0.07418928889837377,0.0650646770253281,0.01100792063854844,-0.013973683868050065,0,0,0,0,0,0,0,1,1,0,1,0,0,apprentissage
Holcim,Bâtiment et matériaux de construction,2025,consolides,12156299000.0,8155000000.0,3510859000.0,3294000000.0,,9815953000.0,964382000.0,3398533000.0,-198005000.0,1826000000.0,19994546000.0,,,10,Holcim,1.0,contrôle ciblé rapport 2025,1155515000.0,vérifié_par_impôt_du_pdf,,1572533000.0,V26,batiment et materiaux de construction,False,haute,23.71872537336101,0.091324904301403,0.6079807463495295,0.17559083362032826,0.40392397302268546,0.22391171060698958,0.34000405469065625,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1,0,0,test_final
IB Maroc.com,"Matériels, logiciels et services informatiques",2008,sociaux,41748600.0,,11300761.7,24351016.29,27991804.07,7572002.57,,20966014.26,,14416080.26,,,24185688.64,8,IB Maroc.com,1.0,nom normalisé,9790600.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,0.4669747849346354,,,,,,,,,,,,1,0,1,0,0,1,0,1,0,0,0,0,1,apprentissage
IB Maroc.com,"Matériels, logiciels et services informatiques",2009,sociaux,41748600.0,,7982903.47,31428335.41,35005157.81,24690544.16,,26597435.21,,18000863.21,,,24185688.64,8,IB Maroc.com,1.0,nom normalisé,8698672.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,0.3270492786736635,9790600.0,,20966014.26,14416080.26,,41748600.0,,0.268597592282664,0.24866557936324926,,0.0,1,0,1,0,0,1,0,1,0,0,0,0,1,apprentissage
IB Maroc.com,"Matériels, logiciels et services informatiques",2010,sociaux,41748600.0,,8402680.39,21636866.49,-19304039.81,8381560.53,,11898029.65,,8555643.65,,,,7,IB Maroc.com,1.0,nom normalisé,3342386.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,0.2809192864971554,8698672.0,,26597435.21,18000863.21,,41748600.0,,-0.5526625196730764,-0.524709256984571,,0.0,1,0,1,0,0,1,0,1,0,1,0,0,1,apprentissage
IB Maroc.com,"Matériels, logiciels et services informatiques",2011,sociaux,41748600.0,,14366829.3,-24662227.26,21643736.68,28477157.83,,-18304396.2,,-19496747.2,,,701522.08,8,IB Maroc.com,1.0,nom normalisé,1192351.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,-0.06514014376502625,3342386.0,,11898029.65,8555643.65,,41748600.0,,-2.5384392826756823,-3.2788171174006293,,0.0,1,0,1,0,0,1,0,1,0,0,0,0,1,apprentissage
Involys,"Matériels, logiciels et services informatiques",2024,sociaux,90252994.6,37516821.87,8672951.73,1664692.5,,661793.6,,-23486.36,-2429914.31,-123469.25,124924150.46,34671155.86,254940.4,11,Involys,1.0,comparatif officiel du RFA 2025,99982.89,vérifié_par_impôt_du_pdf,0.0,99982.89,V26,materiels logiciels et services informatiques,False,haute,18.64321732277604,-0.0009883537294058619,0.7224623442918549,0.06942574112422746,0.04437189551312066,-0.003291037029411362,-4.257061971288867,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,test_final
Involys,Télécommunications et nouvelles technologies,2025,sociaux,90369128.48,37387849.45,5706874.15,315064.97,,670753.44,,273286.88,-469577.73,116178.88,119873844.98,29504716.5,249750.77,11,Involys,1.0,contrôle rapport annuel 2025,157108.0,vérifié_par_impôt_du_pdf,0.0,157108.0,V26,telecommunications et nouvelles technologies,False,haute,18.601950464260224,0.0009691762203788785,0.7538686065761666,0.0476073337845478,0.008426934809966716,0.003107396699972536,0.5748830679321305,99982.89,37516821.87,-23486.36,-123469.25,124924150.46,90252994.6,-0.0034377224288053574,12.635982757651675,1.9409539622213627,-0.040426974779524866,0.0012867592982893682,0,0,0,0,0,0,0,0,0,0,1,0,1,test_final
JALU (JET CONTRACTORS),Bâtiment,2024,sociaux,,2695481931.37,,200030084.57,,,,141189074.6,-60195239.23,76817079.29,,,,5,JALU (JET CONTRACTORS),1.0,comparatif officiel du RFA 2025,64371995.31,vérifié_par_impôt_du_pdf,1.490116119384766e-08,64371995.30999999,V26,batiment,False,haute,,,,,0.07420939544875121,0.028498458251937576,0.45592759561864854,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,1,1,1,1,test_final
JALU (JET CONTRACTORS),Bâtiment et matériaux de construction,2025,sociaux,,,,,,,,238956471.42,,139962333.47,5646901866.67,,,3,JALU (JET CONTRACTORS),1.0,contrôle publication annuelle 2025,98994137.95,vérifié_par_impôt_du_pdf,1.490116119384766e-08,98994137.94999999,V26,batiment et materiaux de construction,False,haute,22.45437288970499,0.024785685456321968,,,,,0.41427686541287984,64371995.31,2695481931.37,141189074.6,76817079.29,,,,0.6924572393223972,0.8220210240175091,,,1,1,1,0,0,0,1,1,1,1,1,1,1,test_final
LABEL VIE,Distributeurs,2024,consolides,3409746949.01,16417976508.23,5723611615.42,803599896.06,,,,819130374.34,43902736.25,559113645.16,15458511089.42,12048764140.41,,9,LABEL VIE,1.0,comparatif officiel RFA 2025,260016729.18,vérifié_par_impôt_du_pdf,-5.960464477539062e-08,260016729.1800001,V26,distributeurs,False,haute,23.461425568250515,0.03616866087075258,0.2205740856468172,0.37025633208215714,0.04894634217908471,0.03405496681516919,0.3174302129737332,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,test_final
LABEL VIE,Distributeurs,2025,consolides,3670153999.9,18534397910.76,6391365262.29,838715916.89,,,,831487637.41,43086765.51,593657993.13,17504590757.64,13834436757.74,,9,LABEL VIE,1.0,comparatif officiel RFA 2025,237829644.28,vérifié_par_impôt_du_pdf,2.980232238769531e-08,237829644.28,V26,distributeurs,False,haute,23.58572901253877,0.033914417157732975,0.20966808368816825,0.365125089228404,0.04525185662508573,0.03203006625779608,0.28602908038514596,260016729.18,16417976508.23,819130374.34,559113645.16,15458511089.42,3409746949.01,0.12890878492054605,0.015085831824947991,0.061784126123615835,0.1323594268804039,0.07637137147834606,0,0,0,0,0,0,0,0,0,1,1,1,1,test_final
LABEL VIE,Distributeurs,2019,sociaux,1475837293.59,,,,,,,433089575.75,,112.01,,,,3,LABEL VIE,1.0,nom normalisé,54409897.0,vérifié_par_impôt_du_pdf,,,V26,distributeurs,False,haute,,,,,,,0.12563197095145046,,,,,,,,,,,,1,1,1,0,0,1,0,1,1,1,1,1,1,apprentissage
Les grandes marques et conserveries chérifiennes,Agroalimentaire,2008,sociaux,168278384.35,12922987.6,132862.51,23943836.58,21720341.04,145638984.08,,13645154.23,526550.54,8828988.02,,,,9,Les grandes marques et conserveries chérifiennes,1.0,nom normalisé,6980213.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,,,,,1.852809684658368,0.683200223762499,0.511552517644207,6980213.0,12068664.8,,,,201826412.37,0.07078851009268224,,,,-0.1662221887911172,0,0,0,0,0,1,0,1,0,1,0,0,1,apprentissage
Lesieur cristal,Agroalimentaire,2007,consolides,276300000.0,3858400000.0,2100000.0,190500000.0,,677200000.0,300000.0,178500000.0,-2600000.0,124400000.0,2949800000.0,,,10,Lesieur,1.0,alias vérifié,51637542.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,21.80500320872868,0.04217235066784189,0.09366736727913758,0.0007119126720455624,0.04937279701430645,0.032241343562098276,0.28928594957983195,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1,0,0,apprentissage
Lesieur cristal,Agroalimentaire,2008,consolides,276300000.0,4496600000.0,,225500000.0,,670500000.0,1200000.0,248900000.0,,156500000.0,3100600000.0,,,8,Lesieur,1.0,alias vérifié,61416511.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,21.854861478419053,0.05047410178675095,0.0891117848158421,,0.05014900146777565,0.03480407418938754,0.24675175170751307,51637542.0,3858400000.0,178500000.0,124400000.0,2949800000.0,276300000.0,0.16540534936761353,0.39439775910364144,0.2580385852090032,0.05112210997355753,0.0,0,0,1,0,0,0,0,1,1,1,1,0,0,apprentissage
Lesieur cristal,Agroalimentaire,2024,consolides,6897000000.0,4778000000.0,,256000000.0,,1132000000.0,56000000.0,127000000.0,-49000000.0,37000000.0,5314000000.0,,,9,Lesieur,1.0,alias vérifié,89320470.0,vérifié_par_rcai_moins_resultat_net,0.007607774567240858,90000000.0,V26,agroalimentaire,False,haute,22.393610684472215,0.006962739932254422,1.2978923598042906,,0.05357890330682294,0.007743825868564253,0.7033107874015748,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,test_final
Lesieur cristal,Agroalimentaire,2023,sociaux,1656124468.47,5228985949.22,,,,2205921185.77,,27907189.29,,-2.0,,,,5,Lesieur,1.0,alias vérifié,19034615.0,vérifié_par_impôt_du_pdf,,,V26,agroalimentaire,False,haute,,,,,,-3.8248333795931063e-10,0.6820685093794339,185046160.0,,,-2.0,,1771593689.18,,,0.0,,-0.06517816213459539,0,1,1,0,0,1,0,1,1,1,1,0,1,test_final
